Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-08-05,52
30-08-05,69
29-08-05,62
28-08-05,34
27-08-05,26
26-08-05,21
25-08-05,38
24-08-05,52
23-08-05,58
22-08-05,47
21-08-05,48
20-08-05,47
19-08-05,43
18-08-05,38
17-08-05,40
16-08-05,38
15-08-05,38
14-08-05,17
13-08-05,22
12-08-05,26
11-08-05,23
10-08-05,21
09-08-05,25
08-08-05,20
07-08-05,12
06-08-05,16
05-08-05,28
04-08-05,32
03-08-05,27
02-08-05,29
01-08-05,28

