Datum Zeit,Collmberg PM10
,µg/m³
31-08-05,25
30-08-05,22
29-08-05,17
28-08-05,15
27-08-05,12
26-08-05,8
25-08-05,15
24-08-05,16
23-08-05,21
22-08-05,25
21-08-05,17
20-08-05,22
19-08-05,27
18-08-05,19
17-08-05,14
16-08-05,15
15-08-05,12
14-08-05,9
13-08-05,8
12-08-05,11
11-08-05,10
10-08-05,11
09-08-05,10
08-08-05,7
07-08-05,5
06-08-05,7
05-08-05,14
04-08-05,12
03-08-05,10
02-08-05,75
01-08-05,13

