Datum Zeit,Zinnwald NO2
,µg/m³
01-01-13 00:00,
31-12-12 23:00,
31-12-12 22:00,
31-12-12 21:00,
31-12-12 20:00,
31-12-12 19:00,
31-12-12 18:00,
31-12-12 17:00,
31-12-12 16:00,
31-12-12 15:00,
31-12-12 14:00,
31-12-12 13:00,
31-12-12 12:00,
31-12-12 11:00,
31-12-12 10:00,
31-12-12 09:00,
31-12-12 08:00,
31-12-12 07:00,
31-12-12 06:00,
31-12-12 05:00,
31-12-12 04:00,
31-12-12 03:00,
31-12-12 02:00,
31-12-12 01:00,
31-12-12 00:00,
30-12-12 23:00,
30-12-12 22:00,
30-12-12 21:00,
30-12-12 20:00,
30-12-12 19:00,2
30-12-12 18:00,2
30-12-12 17:00,2
30-12-12 16:00,2
30-12-12 15:00,9
30-12-12 14:00,7
30-12-12 13:00,10
30-12-12 12:00,10
30-12-12 11:00,12
30-12-12 10:00,15
30-12-12 09:00,18
30-12-12 08:00,26
30-12-12 07:00,22
30-12-12 06:00,24
30-12-12 05:00,15
30-12-12 04:00,13
30-12-12 03:00,18
30-12-12 02:00,24
30-12-12 01:00,23
30-12-12 00:00,18
29-12-12 23:00,19
29-12-12 22:00,16
29-12-12 21:00,16
29-12-12 20:00,16
29-12-12 19:00,22
29-12-12 18:00,26
29-12-12 17:00,30
29-12-12 16:00,29
29-12-12 15:00,20
29-12-12 14:00,19
29-12-12 13:00,10
29-12-12 12:00,17
29-12-12 11:00,17
29-12-12 10:00,15
29-12-12 09:00,24
29-12-12 08:00,19
29-12-12 07:00,19
29-12-12 06:00,16
29-12-12 05:00,19
29-12-12 04:00,23
29-12-12 03:00,19
29-12-12 02:00,16
29-12-12 01:00,12
29-12-12 00:00,9
28-12-12 23:00,23
28-12-12 22:00,18
28-12-12 21:00,8
28-12-12 20:00,31
28-12-12 19:00,19
28-12-12 18:00,20
28-12-12 17:00,14
28-12-12 16:00,7
28-12-12 15:00,3
28-12-12 14:00,3
28-12-12 13:00,2
28-12-12 12:00,2
28-12-12 11:00,5
28-12-12 10:00,3
28-12-12 09:00,2
28-12-12 08:00,3
28-12-12 07:00,3
28-12-12 06:00,4
28-12-12 05:00,5
28-12-12 04:00,5
28-12-12 03:00,5
28-12-12 02:00,4
28-12-12 01:00,3
28-12-12 00:00,3
27-12-12 23:00,3
27-12-12 22:00,3
27-12-12 21:00,3
27-12-12 20:00,3
27-12-12 19:00,3
27-12-12 18:00,3
27-12-12 17:00,3
27-12-12 16:00,2
27-12-12 15:00,2
27-12-12 14:00,2
27-12-12 13:00,2
27-12-12 12:00,2
27-12-12 11:00,2
27-12-12 10:00,2
27-12-12 09:00,2
27-12-12 08:00,3
27-12-12 07:00,3
27-12-12 06:00,4
27-12-12 05:00,5
27-12-12 04:00,2
27-12-12 03:00,1
27-12-12 02:00,2
27-12-12 01:00,3
27-12-12 00:00,3
26-12-12 23:00,3
26-12-12 22:00,2
26-12-12 21:00,3
26-12-12 20:00,3
26-12-12 19:00,3
26-12-12 18:00,3
26-12-12 17:00,2
26-12-12 16:00,2
26-12-12 15:00,2
26-12-12 14:00,2
26-12-12 13:00,2
26-12-12 12:00,2
26-12-12 11:00,2
26-12-12 10:00,2
26-12-12 09:00,2
26-12-12 08:00,2
26-12-12 07:00,3
26-12-12 06:00,1
26-12-12 05:00,2
26-12-12 04:00,2
26-12-12 03:00,1
26-12-12 02:00,1
26-12-12 01:00,1
26-12-12 00:00,1
25-12-12 23:00,1
25-12-12 22:00,1
25-12-12 21:00,1
25-12-12 20:00,1
25-12-12 19:00,2
25-12-12 18:00,4
25-12-12 17:00,11
25-12-12 16:00,19
25-12-12 15:00,11
25-12-12 14:00,11
25-12-12 13:00,9
25-12-12 12:00,11
25-12-12 11:00,14
25-12-12 10:00,21
25-12-12 09:00,17
25-12-12 08:00,17
25-12-12 07:00,11
25-12-12 06:00,29
25-12-12 05:00,44
25-12-12 04:00,2
25-12-12 03:00,2
25-12-12 02:00,3
25-12-12 01:00,6
25-12-12 00:00,14
24-12-12 23:00,14
24-12-12 22:00,11
24-12-12 21:00,18
24-12-12 20:00,24
24-12-12 19:00,23
24-12-12 18:00,14
24-12-12 17:00,12
24-12-12 16:00,13
24-12-12 15:00,17
24-12-12 14:00,9
24-12-12 13:00,13
24-12-12 12:00,1
24-12-12 11:00,1
24-12-12 10:00,1
24-12-12 09:00,3
24-12-12 08:00,3
24-12-12 07:00,2
24-12-12 06:00,2
24-12-12 05:00,2
24-12-12 04:00,2
24-12-12 03:00,3
24-12-12 02:00,2
24-12-12 01:00,2
24-12-12 00:00,2
23-12-12 23:00,2
