Datum Zeit,Niesky O3
,µg/m³
01-01-13 00:00,55
31-12-12 23:00,55
31-12-12 22:00,56
31-12-12 21:00,58
31-12-12 20:00,59
31-12-12 19:00,58
31-12-12 18:00,58
31-12-12 17:00,57
31-12-12 16:00,58
31-12-12 15:00,58
31-12-12 14:00,61
31-12-12 13:00,57
31-12-12 12:00,58
31-12-12 11:00,64
31-12-12 10:00,64
31-12-12 09:00,58
31-12-12 08:00,57
31-12-12 07:00,53
31-12-12 06:00,52
31-12-12 05:00,56
31-12-12 04:00,54
31-12-12 03:00,55
31-12-12 02:00,45
31-12-12 01:00,44
31-12-12 00:00,44
30-12-12 23:00,50
30-12-12 22:00,56
30-12-12 21:00,49
30-12-12 20:00,53
30-12-12 19:00,46
30-12-12 18:00,40
30-12-12 17:00,34
30-12-12 16:00,40
30-12-12 15:00,43
30-12-12 14:00,41
30-12-12 13:00,41
30-12-12 12:00,42
30-12-12 11:00,44
30-12-12 10:00,47
30-12-12 09:00,47
30-12-12 08:00,48
30-12-12 07:00,50
30-12-12 06:00,52
30-12-12 05:00,54
30-12-12 04:00,56
30-12-12 03:00,57
30-12-12 02:00,56
30-12-12 01:00,57
30-12-12 00:00,56
29-12-12 23:00,56
29-12-12 22:00,57
29-12-12 21:00,58
29-12-12 20:00,57
29-12-12 19:00,54
29-12-12 18:00,52
29-12-12 17:00,50
29-12-12 16:00,51
29-12-12 15:00,53
29-12-12 14:00,52
29-12-12 13:00,52
29-12-12 12:00,49
29-12-12 11:00,45
29-12-12 10:00,44
29-12-12 09:00,43
29-12-12 08:00,43
29-12-12 07:00,45
29-12-12 06:00,48
29-12-12 05:00,51
29-12-12 04:00,52
29-12-12 03:00,53
29-12-12 02:00,52
29-12-12 01:00,51
29-12-12 00:00,50
28-12-12 23:00,48
28-12-12 22:00,49
28-12-12 21:00,43
28-12-12 20:00,31
28-12-12 19:00,43
28-12-12 18:00,45
28-12-12 17:00,45
28-12-12 16:00,60
28-12-12 15:00,67
28-12-12 14:00,64
28-12-12 13:00,61
28-12-12 12:00,70
28-12-12 11:00,67
28-12-12 10:00,62
28-12-12 09:00,66
28-12-12 08:00,70
28-12-12 07:00,63
28-12-12 06:00,57
28-12-12 05:00,48
28-12-12 04:00,46
28-12-12 03:00,42
28-12-12 02:00,35
28-12-12 01:00,34
28-12-12 00:00,38
27-12-12 23:00,38
27-12-12 22:00,42
27-12-12 21:00,46
27-12-12 20:00,50
27-12-12 19:00,53
27-12-12 18:00,54
27-12-12 17:00,61
27-12-12 16:00,71
27-12-12 15:00,73
27-12-12 14:00,74
27-12-12 13:00,69
27-12-12 12:00,56
27-12-12 11:00,55
27-12-12 10:00,55
27-12-12 09:00,57
27-12-12 08:00,57
27-12-12 07:00,51
27-12-12 06:00,51
27-12-12 05:00,49
27-12-12 04:00,47
27-12-12 03:00,48
27-12-12 02:00,49
27-12-12 01:00,52
27-12-12 00:00,53
26-12-12 23:00,53
26-12-12 22:00,55
26-12-12 21:00,61
26-12-12 20:00,61
26-12-12 19:00,58
26-12-12 18:00,52
26-12-12 17:00,44
26-12-12 16:00,44
26-12-12 15:00,52
26-12-12 14:00,49
26-12-12 13:00,53
26-12-12 12:00,53
26-12-12 11:00,53
26-12-12 10:00,52
26-12-12 09:00,50
26-12-12 08:00,50
26-12-12 07:00,50
26-12-12 06:00,47
26-12-12 05:00,43
26-12-12 04:00,45
26-12-12 03:00,46
26-12-12 02:00,41
26-12-12 01:00,35
26-12-12 00:00,46
25-12-12 23:00,48
25-12-12 22:00,42
25-12-12 21:00,46
25-12-12 20:00,53
25-12-12 19:00,45
25-12-12 18:00,42
25-12-12 17:00,38
25-12-12 16:00,43
25-12-12 15:00,43
25-12-12 14:00,41
25-12-12 13:00,40
25-12-12 12:00,38
25-12-12 11:00,36
25-12-12 10:00,34
25-12-12 09:00,32
