Datum Zeit,Leipzig-West PM10
,µg/m³
31-12-12,13
30-12-12,7
29-12-12,8
28-12-12,10
27-12-12,9
26-12-12,5
25-12-12,7
24-12-12,9
23-12-12,8
22-12-12,57
21-12-12,50
20-12-12,24
19-12-12,31
18-12-12,18
17-12-12,11
16-12-12,9
15-12-12,22
14-12-12,25
13-12-12,23
12-12-12,23
11-12-12,26
10-12-12,13
09-12-12,20
08-12-12,43
07-12-12,21
06-12-12,11
05-12-12,12
04-12-12,8
03-12-12,20
02-12-12,20
01-12-12,15

