Datum Zeit,Leipzig-Mitte SO2
,µg/m³
01-01-13 00:00,6.9
31-12-12 23:00,5.1
31-12-12 22:00,5.3
31-12-12 21:00,4.1
31-12-12 20:00,3.7
31-12-12 19:00,3.9
31-12-12 18:00,6.1
31-12-12 17:00,3.3
31-12-12 16:00,3.5
31-12-12 15:00,4.0
31-12-12 14:00,3.9
31-12-12 13:00,4.0
31-12-12 12:00,3.8
31-12-12 11:00,3.7
31-12-12 10:00,3.6
31-12-12 09:00,3.4
31-12-12 08:00,3.5
31-12-12 07:00,3.4
31-12-12 06:00,3.4
31-12-12 05:00,3.4
31-12-12 04:00,3.6
31-12-12 03:00,3.5
31-12-12 02:00,3.7
31-12-12 01:00,3.5
31-12-12 00:00,3.7
30-12-12 23:00,3.5
30-12-12 22:00,3.6
30-12-12 21:00,3.5
30-12-12 20:00,3.1
30-12-12 19:00,2.9
30-12-12 18:00,3.4
30-12-12 17:00,3.4
30-12-12 16:00,3.6
30-12-12 15:00,4.0
30-12-12 14:00,4.0
30-12-12 13:00,4.1
30-12-12 12:00,4.2
30-12-12 11:00,4.0
30-12-12 10:00,3.7
30-12-12 09:00,3.6
30-12-12 08:00,3.4
30-12-12 07:00,3.4
30-12-12 06:00,3.2
30-12-12 05:00,3.3
30-12-12 04:00,3.4
30-12-12 03:00,3.4
30-12-12 02:00,3.3
30-12-12 01:00,3.9
30-12-12 00:00,4.3
29-12-12 23:00,4.0
29-12-12 22:00,3.6
29-12-12 21:00,4.1
29-12-12 20:00,3.9
29-12-12 19:00,4.5
29-12-12 18:00,4.0
29-12-12 17:00,6.0
29-12-12 16:00,4.4
29-12-12 15:00,4.1
29-12-12 14:00,3.4
29-12-12 13:00,3.0
29-12-12 12:00,2.9
29-12-12 11:00,2.8
29-12-12 10:00,2.5
29-12-12 09:00,2.6
29-12-12 08:00,2.6
29-12-12 07:00,2.6
29-12-12 06:00,3.0
29-12-12 05:00,2.9
29-12-12 04:00,3.0
29-12-12 03:00,3.1
29-12-12 02:00,3.2
29-12-12 01:00,3.5
29-12-12 00:00,2.8
28-12-12 23:00,3.2
28-12-12 22:00,2.8
28-12-12 21:00,2.7
28-12-12 20:00,2.7
28-12-12 19:00,3.1
28-12-12 18:00,3.1
28-12-12 17:00,3.3
28-12-12 16:00,4.7
28-12-12 15:00,5.1
28-12-12 14:00,5.1
28-12-12 13:00,4.0
28-12-12 12:00,3.7
28-12-12 11:00,3.7
28-12-12 10:00,3.1
28-12-12 09:00,3.1
28-12-12 08:00,3.2
28-12-12 07:00,3.3
28-12-12 06:00,3.1
28-12-12 05:00,3.0
28-12-12 04:00,3.1
28-12-12 03:00,3.1
28-12-12 02:00,2.9
28-12-12 01:00,2.7
28-12-12 00:00,2.5
27-12-12 23:00,2.5
27-12-12 22:00,3.0
27-12-12 21:00,4.2
27-12-12 20:00,3.7
27-12-12 19:00,3.6
27-12-12 18:00,4.1
27-12-12 17:00,4.1
27-12-12 16:00,4.3
27-12-12 15:00,4.5
27-12-12 14:00,3.8
27-12-12 13:00,3.5
27-12-12 12:00,3.7
27-12-12 11:00,3.6
27-12-12 10:00,3.3
27-12-12 09:00,3.4
27-12-12 08:00,3.8
27-12-12 07:00,3.9
27-12-12 06:00,3.8
27-12-12 05:00,4.0
27-12-12 04:00,3.7
27-12-12 03:00,3.7
27-12-12 02:00,3.2
27-12-12 01:00,3.3
27-12-12 00:00,3.4
26-12-12 23:00,3.4
26-12-12 22:00,3.0
26-12-12 21:00,2.8
26-12-12 20:00,2.9
26-12-12 19:00,2.9
26-12-12 18:00,4.2
26-12-12 17:00,3.9
26-12-12 16:00,3.4
26-12-12 15:00,3.4
26-12-12 14:00,3.2
26-12-12 13:00,3.0
26-12-12 12:00,3.1
26-12-12 11:00,3.2
26-12-12 10:00,3.2
26-12-12 09:00,3.3
26-12-12 08:00,3.2
26-12-12 07:00,3.3
26-12-12 06:00,3.5
26-12-12 05:00,3.6
26-12-12 04:00,3.7
26-12-12 03:00,3.6
26-12-12 02:00,3.7
26-12-12 01:00,3.8
26-12-12 00:00,3.8
25-12-12 23:00,3.4
25-12-12 22:00,3.5
25-12-12 21:00,3.3
25-12-12 20:00,3.3
25-12-12 19:00,3.6
25-12-12 18:00,3.7
25-12-12 17:00,4.6
25-12-12 16:00,3.6
25-12-12 15:00,3.9
25-12-12 14:00,4.3
25-12-12 13:00,4.1
25-12-12 12:00,3.9
25-12-12 11:00,3.4
25-12-12 10:00,3.2
25-12-12 09:00,3.1
25-12-12 08:00,3.1
25-12-12 07:00,3.1
25-12-12 06:00,3.2
25-12-12 05:00,3.3
25-12-12 04:00,3.3
25-12-12 03:00,3.7
25-12-12 02:00,3.6
25-12-12 01:00,3.4
25-12-12 00:00,2.8
24-12-12 23:00,3.0
24-12-12 22:00,3.6
24-12-12 21:00,3.5
24-12-12 20:00,3.5
24-12-12 19:00,2.9
24-12-12 18:00,2.9
24-12-12 17:00,2.9
24-12-12 16:00,2.9
24-12-12 15:00,3.3
24-12-12 14:00,3.2
24-12-12 13:00,3.5
24-12-12 12:00,3.5
24-12-12 11:00,3.5
24-12-12 10:00,3.1
24-12-12 09:00,3.5
24-12-12 08:00,3.7
24-12-12 07:00,4.2
24-12-12 06:00,4.6
24-12-12 05:00,4.4
24-12-12 04:00,4.7
24-12-12 03:00,5.0
24-12-12 02:00,4.6
24-12-12 01:00,4.9
24-12-12 00:00,4.6
23-12-12 23:00,4.6
23-12-12 22:00,4.4
23-12-12 21:00,4.3
23-12-12 20:00,4.6
23-12-12 19:00,5.1
23-12-12 18:00,5.1
23-12-12 17:00,4.8
23-12-12 16:00,4.8
23-12-12 15:00,4.9
23-12-12 14:00,4.0
23-12-12 13:00,3.1
23-12-12 12:00,3.0
23-12-12 11:00,3.1
23-12-12 10:00,2.8
23-12-12 09:00,2.8
23-12-12 08:00,2.7
23-12-12 07:00,2.8
23-12-12 06:00,2.7
23-12-12 05:00,2.6
23-12-12 04:00,2.4
23-12-12 03:00,2.3
23-12-12 02:00,2.7
23-12-12 01:00,3.1
23-12-12 00:00,3.3
22-12-12 23:00,3.3
22-12-12 22:00,3.6
22-12-12 21:00,3.8
22-12-12 20:00,3.7
22-12-12 19:00,5.2
22-12-12 18:00,5.4
22-12-12 17:00,4.1
22-12-12 16:00,4.5
22-12-12 15:00,5.2
22-12-12 14:00,4.8
22-12-12 13:00,4.8
22-12-12 12:00,4.5
22-12-12 11:00,4.1
22-12-12 10:00,4.3
22-12-12 09:00,4.1
22-12-12 08:00,3.8
22-12-12 07:00,4.1
22-12-12 06:00,4.1
22-12-12 05:00,4.3
