Datum Zeit,Brockau PM10
,µg/m³
31-12-12,7
30-12-12,7
29-12-12,9
28-12-12,8
27-12-12,4
26-12-12,3
25-12-12,7
24-12-12,10
23-12-12,3
22-12-12,21
21-12-12,31
20-12-12,19
19-12-12,19
18-12-12,11
17-12-12,7
16-12-12,5
15-12-12,22
14-12-12,25
13-12-12,16
12-12-12,15
11-12-12,22
10-12-12,3
09-12-12,20
08-12-12,28
07-12-12,20
06-12-12,7
05-12-12,9
04-12-12,5
03-12-12,12
02-12-12,14
01-12-12,13

