Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-12-12,9
30-12-12,6
29-12-12,9
28-12-12,9
27-12-12,5
26-12-12,5
25-12-12,6
24-12-12,9
23-12-12,9
22-12-12,24
21-12-12,33
20-12-12,28
19-12-12,33
18-12-12,15
17-12-12,13
16-12-12,6
15-12-12,17
14-12-12,31
13-12-12,23
12-12-12,19
11-12-12,28
10-12-12,8
09-12-12,16
08-12-12,39
07-12-12,19
06-12-12,11
05-12-12,14
04-12-12,8
03-12-12,18
02-12-12,13
01-12-12,16

