Datum Zeit,Zittau-Ost NO2
,µg/m³
01-01-13 00:00,5
31-12-12 23:00,5
31-12-12 22:00,5
31-12-12 21:00,5
31-12-12 20:00,7
31-12-12 19:00,6
31-12-12 18:00,7
31-12-12 17:00,7
31-12-12 16:00,7
31-12-12 15:00,9
31-12-12 14:00,10
31-12-12 13:00,9
31-12-12 12:00,9
31-12-12 11:00,8
31-12-12 10:00,8
31-12-12 09:00,8
31-12-12 08:00,9
31-12-12 07:00,8
31-12-12 06:00,11
31-12-12 05:00,11
31-12-12 04:00,13
31-12-12 03:00,12
31-12-12 02:00,14
31-12-12 01:00,15
31-12-12 00:00,16
30-12-12 23:00,16
30-12-12 22:00,15
30-12-12 21:00,17
30-12-12 20:00,17
30-12-12 19:00,15
30-12-12 18:00,11
30-12-12 17:00,11
30-12-12 16:00,10
30-12-12 15:00,9
30-12-12 14:00,9
30-12-12 13:00,8
30-12-12 12:00,7
30-12-12 11:00,6
30-12-12 10:00,5
30-12-12 09:00,4
30-12-12 08:00,4
30-12-12 07:00,4
30-12-12 06:00,4
30-12-12 05:00,5
30-12-12 04:00,4
30-12-12 03:00,5
30-12-12 02:00,4
30-12-12 01:00,5
30-12-12 00:00,6
29-12-12 23:00,7
29-12-12 22:00,5
29-12-12 21:00,7
29-12-12 20:00,5
29-12-12 19:00,5
29-12-12 18:00,6
29-12-12 17:00,8
29-12-12 16:00,8
29-12-12 15:00,8
29-12-12 14:00,7
29-12-12 13:00,6
29-12-12 12:00,6
29-12-12 11:00,6
29-12-12 10:00,6
29-12-12 09:00,9
29-12-12 08:00,8
29-12-12 07:00,9
29-12-12 06:00,10
29-12-12 05:00,9
29-12-12 04:00,5
29-12-12 03:00,4
29-12-12 02:00,5
29-12-12 01:00,7
29-12-12 00:00,8
28-12-12 23:00,11
28-12-12 22:00,11
28-12-12 21:00,16
28-12-12 20:00,10
28-12-12 19:00,9
28-12-12 18:00,19
28-12-12 17:00,38
28-12-12 16:00,23
28-12-12 15:00,22
28-12-12 14:00,14
28-12-12 13:00,13
28-12-12 12:00,12
28-12-12 11:00,23
28-12-12 10:00,32
28-12-12 09:00,28
28-12-12 08:00,22
28-12-12 07:00,25
28-12-12 06:00,25
28-12-12 05:00,22
28-12-12 04:00,11
28-12-12 03:00,18
28-12-12 02:00,26
28-12-12 01:00,31
28-12-12 00:00,28
27-12-12 23:00,19
27-12-12 22:00,13
27-12-12 21:00,12
27-12-12 20:00,9
27-12-12 19:00,10
27-12-12 18:00,8
27-12-12 17:00,15
27-12-12 16:00,14
27-12-12 15:00,13
27-12-12 14:00,11
27-12-12 13:00,7
27-12-12 12:00,9
27-12-12 11:00,8
27-12-12 10:00,7
27-12-12 09:00,7
27-12-12 08:00,8
27-12-12 07:00,9
27-12-12 06:00,5
27-12-12 05:00,7
27-12-12 04:00,4
27-12-12 03:00,7
27-12-12 02:00,6
27-12-12 01:00,8
27-12-12 00:00,10
26-12-12 23:00,14
26-12-12 22:00,9
26-12-12 21:00,11
26-12-12 20:00,9
26-12-12 19:00,10
26-12-12 18:00,9
26-12-12 17:00,8
26-12-12 16:00,9
26-12-12 15:00,7
26-12-12 14:00,5
26-12-12 13:00,5
26-12-12 12:00,5
26-12-12 11:00,8
26-12-12 10:00,7
26-12-12 09:00,4
26-12-12 08:00,6
26-12-12 07:00,4
26-12-12 06:00,4
26-12-12 05:00,5
26-12-12 04:00,5
26-12-12 03:00,9
26-12-12 02:00,7
26-12-12 01:00,9
26-12-12 00:00,9
25-12-12 23:00,10
25-12-12 22:00,11
25-12-12 21:00,12
25-12-12 20:00,13
25-12-12 19:00,13
25-12-12 18:00,12
25-12-12 17:00,14
25-12-12 16:00,14
25-12-12 15:00,12
25-12-12 14:00,11
25-12-12 13:00,10
25-12-12 12:00,9
25-12-12 11:00,9
25-12-12 10:00,10
