Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-12-12,20
30-12-12,11
29-12-12,16
28-12-12,17
27-12-12,16
26-12-12,8
25-12-12,10
24-12-12,11
23-12-12,15
22-12-12,64
21-12-12,57
20-12-12,33
19-12-12,44
18-12-12,28
17-12-12,16
16-12-12,12
15-12-12,26
14-12-12,32
13-12-12,29
12-12-12,29
11-12-12,34
10-12-12,20
09-12-12,29
08-12-12,49
07-12-12,27
06-12-12,23
05-12-12,22
04-12-12,18
03-12-12,27
02-12-12,24
01-12-12,22

