Datum Zeit,Chemnitz-Mitte NO2
,µg/m³
01-01-13 00:00,6
31-12-12 23:00,7
31-12-12 22:00,7
31-12-12 21:00,7
31-12-12 20:00,7
31-12-12 19:00,8
31-12-12 18:00,11
31-12-12 17:00,10
31-12-12 16:00,6
31-12-12 15:00,7
31-12-12 14:00,9
31-12-12 13:00,8
31-12-12 12:00,10
31-12-12 11:00,9
31-12-12 10:00,8
31-12-12 09:00,7
31-12-12 08:00,5
31-12-12 07:00,3
31-12-12 06:00,4
31-12-12 05:00,3
31-12-12 04:00,2
31-12-12 03:00,2
31-12-12 02:00,3
31-12-12 01:00,4
31-12-12 00:00,5
30-12-12 23:00,5
30-12-12 22:00,6
30-12-12 21:00,8
30-12-12 20:00,7
30-12-12 19:00,9
30-12-12 18:00,10
30-12-12 17:00,9
30-12-12 16:00,8
30-12-12 15:00,8
30-12-12 14:00,6
30-12-12 13:00,5
30-12-12 12:00,8
30-12-12 11:00,7
30-12-12 10:00,8
30-12-12 09:00,6
30-12-12 08:00,6
30-12-12 07:00,7
30-12-12 06:00,6
30-12-12 05:00,6
30-12-12 04:00,6
30-12-12 03:00,7
30-12-12 02:00,13
30-12-12 01:00,15
30-12-12 00:00,18
29-12-12 23:00,18
29-12-12 22:00,16
29-12-12 21:00,15
29-12-12 20:00,15
29-12-12 19:00,16
29-12-12 18:00,15
29-12-12 17:00,20
29-12-12 16:00,21
29-12-12 15:00,16
29-12-12 14:00,13
29-12-12 13:00,16
29-12-12 12:00,18
29-12-12 11:00,23
29-12-12 10:00,17
29-12-12 09:00,13
29-12-12 08:00,10
29-12-12 07:00,7
29-12-12 06:00,6
29-12-12 05:00,6
29-12-12 04:00,6
29-12-12 03:00,6
29-12-12 02:00,8
29-12-12 01:00,10
29-12-12 00:00,30
28-12-12 23:00,25
28-12-12 22:00,37
28-12-12 21:00,34
28-12-12 20:00,49
28-12-12 19:00,50
28-12-12 18:00,55
28-12-12 17:00,49
28-12-12 16:00,34
28-12-12 15:00,21
28-12-12 14:00,19
28-12-12 13:00,20
28-12-12 12:00,17
28-12-12 11:00,20
28-12-12 10:00,16
28-12-12 09:00,9
28-12-12 08:00,8
28-12-12 07:00,7
28-12-12 06:00,5
28-12-12 05:00,4
28-12-12 04:00,5
28-12-12 03:00,8
28-12-12 02:00,9
28-12-12 01:00,9
28-12-12 00:00,32
27-12-12 23:00,43
27-12-12 22:00,28
27-12-12 21:00,24
27-12-12 20:00,23
27-12-12 19:00,26
27-12-12 18:00,26
27-12-12 17:00,29
27-12-12 16:00,34
27-12-12 15:00,33
27-12-12 14:00,24
27-12-12 13:00,16
27-12-12 12:00,13
27-12-12 11:00,11
27-12-12 10:00,14
27-12-12 09:00,8
27-12-12 08:00,9
27-12-12 07:00,6
27-12-12 06:00,3
27-12-12 05:00,2
27-12-12 04:00,2
27-12-12 03:00,2
27-12-12 02:00,3
27-12-12 01:00,4
27-12-12 00:00,5
26-12-12 23:00,7
26-12-12 22:00,9
26-12-12 21:00,8
26-12-12 20:00,10
26-12-12 19:00,9
26-12-12 18:00,10
26-12-12 17:00,8
26-12-12 16:00,9
26-12-12 15:00,6
26-12-12 14:00,6
26-12-12 13:00,9
26-12-12 12:00,10
26-12-12 11:00,6
26-12-12 10:00,5
26-12-12 09:00,3
26-12-12 08:00,3
26-12-12 07:00,2
26-12-12 06:00,2
26-12-12 05:00,2
26-12-12 04:00,2
26-12-12 03:00,2
26-12-12 02:00,3
26-12-12 01:00,3
26-12-12 00:00,3
25-12-12 23:00,5
25-12-12 22:00,7
25-12-12 21:00,6
25-12-12 20:00,10
25-12-12 19:00,7
25-12-12 18:00,6
25-12-12 17:00,7
25-12-12 16:00,6
25-12-12 15:00,4
25-12-12 14:00,6
25-12-12 13:00,8
25-12-12 12:00,7
25-12-12 11:00,7
25-12-12 10:00,6
25-12-12 09:00,5
25-12-12 08:00,5
25-12-12 07:00,6
25-12-12 06:00,5
25-12-12 05:00,5
25-12-12 04:00,4
25-12-12 03:00,5
25-12-12 02:00,6
25-12-12 01:00,9
25-12-12 00:00,9
24-12-12 23:00,10
24-12-12 22:00,21
24-12-12 21:00,19
24-12-12 20:00,23
24-12-12 19:00,43
24-12-12 18:00,32
24-12-12 17:00,32
24-12-12 16:00,39
24-12-12 15:00,32
24-12-12 14:00,38
24-12-12 13:00,53
24-12-12 12:00,64
24-12-12 11:00,64
24-12-12 10:00,50
24-12-12 09:00,32
24-12-12 08:00,28
24-12-12 07:00,19
24-12-12 06:00,10
24-12-12 05:00,9
24-12-12 04:00,6
24-12-12 03:00,5
24-12-12 02:00,4
24-12-12 01:00,5
24-12-12 00:00,5
23-12-12 23:00,8
23-12-12 22:00,12
23-12-12 21:00,14
23-12-12 20:00,13
23-12-12 19:00,14
23-12-12 18:00,16
23-12-12 17:00,17
23-12-12 16:00,13
23-12-12 15:00,14
23-12-12 14:00,13
23-12-12 13:00,24
23-12-12 12:00,32
23-12-12 11:00,28
23-12-12 10:00,29
23-12-12 09:00,29
23-12-12 08:00,32
23-12-12 07:00,34
23-12-12 06:00,34
23-12-12 05:00,31
23-12-12 04:00,26
23-12-12 03:00,25
23-12-12 02:00,22
23-12-12 01:00,16
23-12-12 00:00,19
22-12-12 23:00,27
22-12-12 22:00,43
22-12-12 21:00,44
22-12-12 20:00,63
22-12-12 19:00,54
22-12-12 18:00,53
22-12-12 17:00,52
22-12-12 16:00,41
22-12-12 15:00,45
22-12-12 14:00,40
22-12-12 13:00,49
22-12-12 12:00,62
22-12-12 11:00,41
22-12-12 10:00,37
22-12-12 09:00,32
22-12-12 08:00,29
22-12-12 07:00,29
22-12-12 06:00,29
22-12-12 05:00,26
22-12-12 04:00,25
22-12-12 03:00,26
22-12-12 02:00,28
22-12-12 01:00,30
22-12-12 00:00,32
21-12-12 23:00,34
21-12-12 22:00,35
21-12-12 21:00,36
21-12-12 20:00,40
21-12-12 19:00,39
21-12-12 18:00,45
21-12-12 17:00,43
21-12-12 16:00,40
21-12-12 15:00,39
21-12-12 14:00,37
21-12-12 13:00,37
21-12-12 12:00,38
21-12-12 11:00,39
21-12-12 10:00,40
21-12-12 09:00,41
21-12-12 08:00,43
21-12-12 07:00,44
21-12-12 06:00,39
21-12-12 05:00,34
21-12-12 04:00,30
21-12-12 03:00,26
21-12-12 02:00,21
21-12-12 01:00,22
21-12-12 00:00,26
20-12-12 23:00,39
20-12-12 22:00,33
20-12-12 21:00,35
20-12-12 20:00,27
20-12-12 19:00,32
20-12-12 18:00,34
20-12-12 17:00,
20-12-12 16:00,
20-12-12 15:00,
20-12-12 14:00,32
20-12-12 13:00,38
20-12-12 12:00,39
20-12-12 11:00,49
20-12-12 10:00,52
20-12-12 09:00,44
20-12-12 08:00,39
20-12-12 07:00,22
20-12-12 06:00,19
20-12-12 05:00,29
20-12-12 04:00,28
20-12-12 03:00,30
20-12-12 02:00,33
20-12-12 01:00,35
20-12-12 00:00,38
19-12-12 23:00,42
19-12-12 22:00,45
19-12-12 21:00,47
19-12-12 20:00,45
19-12-12 19:00,54
19-12-12 18:00,52
19-12-12 17:00,49
19-12-12 16:00,51
19-12-12 15:00,43
19-12-12 14:00,33
19-12-12 13:00,36
19-12-12 12:00,38
19-12-12 11:00,35
19-12-12 10:00,41
19-12-12 09:00,41
19-12-12 08:00,38
19-12-12 07:00,36
19-12-12 06:00,25
19-12-12 05:00,23
19-12-12 04:00,21
19-12-12 03:00,21
19-12-12 02:00,25
19-12-12 01:00,26
19-12-12 00:00,34
18-12-12 23:00,37
18-12-12 22:00,42
18-12-12 21:00,42
18-12-12 20:00,47
18-12-12 19:00,56
18-12-12 18:00,59
18-12-12 17:00,57
18-12-12 16:00,57
18-12-12 15:00,47
18-12-12 14:00,52
18-12-12 13:00,50
18-12-12 12:00,45
18-12-12 11:00,46
18-12-12 10:00,53
18-12-12 09:00,63
18-12-12 08:00,64
18-12-12 07:00,52
18-12-12 06:00,43
18-12-12 05:00,34
18-12-12 04:00,25
18-12-12 03:00,27
18-12-12 02:00,36
18-12-12 01:00,45
