Datum Zeit,Glauchau PM10
,µg/m³
31-12-12,9
30-12-12,6
29-12-12,11
28-12-12,13
27-12-12,9
26-12-12,4
25-12-12,8
24-12-12,10
23-12-12,5
22-12-12,29
21-12-12,48
20-12-12,21
19-12-12,24
18-12-12,15
17-12-12,10
16-12-12,7
15-12-12,15
14-12-12,19
13-12-12,21
12-12-12,20
11-12-12,29
10-12-12,7
09-12-12,22
08-12-12,46
07-12-12,28
06-12-12,16
05-12-12,19
04-12-12,9
03-12-12,18
02-12-12,15
01-12-12,17

