Datum Zeit,Leipzig-West PM2.5
,µg/m³
31-12-12,8.39
30-12-12,4.02
29-12-12,5.24
28-12-12,5.75
27-12-12,
26-12-12,1.96
25-12-12,4.73
24-12-12,4.82
23-12-12,6.66
22-12-12,47.04
21-12-12,43.30
20-12-12,20.95
19-12-12,24.17
18-12-12,13.97
17-12-12,6.82
16-12-12,5.83
15-12-12,17.60
14-12-12,21.95
13-12-12,19.34
12-12-12,18.14
11-12-12,21.65
10-12-12,10.87
09-12-12,16.31
08-12-12,36.39
07-12-12,16.59
06-12-12,7.73
05-12-12,8.59
04-12-12,6.70
03-12-12,16.80
02-12-12,17.83
01-12-12,10.77

