Datum Zeit,Bautzen PM10
,µg/m³
31-12-12,13
30-12-12,19
29-12-12,12
28-12-12,12
27-12-12,9
26-12-12,7
25-12-12,15
24-12-12,8
23-12-12,15
22-12-12,48
21-12-12,72
20-12-12,30
19-12-12,16
18-12-12,16
17-12-12,12
16-12-12,25
15-12-12,26
14-12-12,32
13-12-12,26
12-12-12,22
11-12-12,30
10-12-12,23
09-12-12,27
08-12-12,31
07-12-12,19
06-12-12,13
05-12-12,12
04-12-12,17
03-12-12,22
02-12-12,23
01-12-12,16

