Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-12-12,19
30-12-12,10
29-12-12,12
28-12-12,17
27-12-12,16
26-12-12,7
25-12-12,10
24-12-12,11
23-12-12,14
22-12-12,68
21-12-12,66
20-12-12,42
19-12-12,49
18-12-12,27
17-12-12,15
16-12-12,11
15-12-12,26
14-12-12,33
13-12-12,30
12-12-12,32
11-12-12,33
10-12-12,19
09-12-12,26
08-12-12,60
07-12-12,31
06-12-12,17
05-12-12,29
04-12-12,16
03-12-12,27
02-12-12,24
01-12-12,21

