Datum Zeit,Plauen-Sued PM10
,µg/m³
31-12-12,9
30-12-12,10
29-12-12,12
28-12-12,12
27-12-12,6
26-12-12,5
25-12-12,8
24-12-12,13
23-12-12,5
22-12-12,26
21-12-12,33
20-12-12,22
19-12-12,21
18-12-12,
17-12-12,9
16-12-12,8
15-12-12,32
14-12-12,36
13-12-12,24
12-12-12,32
11-12-12,23
10-12-12,7
09-12-12,23
08-12-12,39
07-12-12,19
06-12-12,10
05-12-12,16
04-12-12,9
03-12-12,16
02-12-12,18
01-12-12,20

