Datum Zeit,Niesky PM10
,µg/m³
31-12-12,12
30-12-12,18
29-12-12,14
28-12-12,11
27-12-12,8
26-12-12,9
25-12-12,17
24-12-12,8
23-12-12,65
22-12-12,80
21-12-12,67
20-12-12,35
19-12-12,13
18-12-12,18
17-12-12,14
16-12-12,22
15-12-12,25
14-12-12,34
13-12-12,29
12-12-12,21
11-12-12,30
10-12-12,30
09-12-12,32
08-12-12,38
07-12-12,20
06-12-12,13
05-12-12,9
04-12-12,16
03-12-12,19
02-12-12,23
01-12-12,15

