Datum Zeit,Schwartenberg PM10
,µg/m³
31-08-14,5
30-08-14,9
29-08-14,14
28-08-14,8
27-08-14,8
26-08-14,7
25-08-14,6
24-08-14,5
23-08-14,6
22-08-14,10
21-08-14,8
20-08-14,7
19-08-14,6
18-08-14,7
17-08-14,6
16-08-14,5
15-08-14,5
14-08-14,6
13-08-14,11
12-08-14,9
11-08-14,8
10-08-14,13
09-08-14,15
08-08-14,15
07-08-14,13
06-08-14,8
05-08-14,8
04-08-14,9
03-08-14,7
02-08-14,16
01-08-14,14

