Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-08-14,8
30-08-14,14
29-08-14,14
28-08-14,11
27-08-14,12
26-08-14,12
25-08-14,10
24-08-14,8
23-08-14,10
22-08-14,13
21-08-14,13
20-08-14,11
19-08-14,9
18-08-14,8
17-08-14,8
16-08-14,8
15-08-14,7
14-08-14,9
13-08-14,12
12-08-14,11
11-08-14,11
10-08-14,12
09-08-14,15
08-08-14,19
07-08-14,17
06-08-14,15
05-08-14,16
04-08-14,13
03-08-14,13
02-08-14,17
01-08-14,19

