Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-08-14,8.54
30-08-14,11.24
29-08-14,13.51
28-08-14,10.82
27-08-14,10.69
26-08-14,13.51
25-08-14,9.55
24-08-14,7.71
23-08-14,7.53
22-08-14,9.45
21-08-14,9.66
20-08-14,7.54
19-08-14,6.75
18-08-14,5.72
17-08-14,6.40
16-08-14,6.44
15-08-14,7.03
14-08-14,8.02
13-08-14,8.23
12-08-14,8.42
11-08-14,7.78
10-08-14,10.36
09-08-14,10.31
08-08-14,14.74
07-08-14,15.46
06-08-14,13.71
05-08-14,12.38
04-08-14,10.67
03-08-14,9.37
02-08-14,15.10
01-08-14,12.25

