Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-08-14,5.90
30-08-14,9.25
29-08-14,9.40
28-08-14,7.16
27-08-14,6.75
26-08-14,9.21
25-08-14,6.35
24-08-14,7.61
23-08-14,
22-08-14,6.60
21-08-14,7.10
20-08-14,5.24
19-08-14,4.38
18-08-14,4.24
17-08-14,4.79
16-08-14,4.54
15-08-14,
14-08-14,5.19
13-08-14,6.40
12-08-14,5.66
11-08-14,5.37
10-08-14,8.31
09-08-14,8.86
08-08-14,10.19
07-08-14,9.87
06-08-14,8.58
05-08-14,6.82
04-08-14,5.45
03-08-14,6.49
02-08-14,13.14
01-08-14,9.58

