Datum Zeit,Plauen-Sued PM10
,µg/m³
31-08-14,7
30-08-14,13
29-08-14,14
28-08-14,13
27-08-14,14
26-08-14,14
25-08-14,13
24-08-14,8
23-08-14,9
22-08-14,13
21-08-14,13
20-08-14,11
19-08-14,11
18-08-14,9
17-08-14,10
16-08-14,8
15-08-14,10
14-08-14,8
13-08-14,12
12-08-14,11
11-08-14,10
10-08-14,12
09-08-14,13
08-08-14,17
07-08-14,15
06-08-14,15
05-08-14,13
04-08-14,14
03-08-14,13
02-08-14,15
01-08-14,19

