Datum Zeit,Brockau PM10
,µg/m³
31-08-14,6
30-08-14,12
29-08-14,11
28-08-14,10
27-08-14,9
26-08-14,9
25-08-14,8
24-08-14,6
23-08-14,9
22-08-14,13
21-08-14,11
20-08-14,10
19-08-14,7
18-08-14,7
17-08-14,8
16-08-14,6
15-08-14,6
14-08-14,9
13-08-14,11
12-08-14,18
11-08-14,13
10-08-14,12
09-08-14,19
08-08-14,18
07-08-14,13
06-08-14,11
05-08-14,15
04-08-14,12
03-08-14,16
02-08-14,15
01-08-14,16

