Datum Zeit,Carlsfeld PM10
,µg/m³
31-08-14,4
30-08-14,7
29-08-14,8
28-08-14,6
27-08-14,8
26-08-14,5
25-08-14,6
24-08-14,5
23-08-14,6
22-08-14,8
21-08-14,7
20-08-14,7
19-08-14,6
18-08-14,5
17-08-14,7
16-08-14,5
15-08-14,4
14-08-14,6
13-08-14,7
12-08-14,7
11-08-14,6
10-08-14,9
09-08-14,8
08-08-14,11
07-08-14,9
06-08-14,11
05-08-14,6
04-08-14,8
03-08-14,7
02-08-14,11
01-08-14,12

