Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-08-14,7.50
30-08-14,10.82
29-08-14,11.93
28-08-14,9.32
27-08-14,8.92
26-08-14,9.95
25-08-14,7.57
24-08-14,7.72
23-08-14,7.12
22-08-14,9.17
21-08-14,8.71
20-08-14,6.94
19-08-14,6.76
18-08-14,6.34
17-08-14,6.27
16-08-14,5.84
15-08-14,6.36
14-08-14,7.49
13-08-14,7.36
12-08-14,7.47
11-08-14,8.26
10-08-14,9.07
09-08-14,10.84
08-08-14,11.75
07-08-14,12.34
06-08-14,9.31
05-08-14,9.05
04-08-14,6.86
03-08-14,7.75
02-08-14,14.29
01-08-14,10.90

