Datum Zeit,Glauchau O3
,µg/m³
01-11-08 00:00,1
31-10-08 23:00,1
31-10-08 22:00,1
31-10-08 21:00,1
31-10-08 20:00,1
31-10-08 19:00,1
31-10-08 18:00,2
31-10-08 17:00,7
31-10-08 16:00,12
31-10-08 15:00,42
31-10-08 14:00,45
31-10-08 13:00,40
31-10-08 12:00,20
31-10-08 11:00,12
31-10-08 10:00,6
31-10-08 09:00,5
31-10-08 08:00,2
31-10-08 07:00,1
31-10-08 06:00,19
31-10-08 05:00,20
31-10-08 04:00,24
31-10-08 03:00,20
31-10-08 02:00,13
31-10-08 01:00,5
31-10-08 00:00,6
30-10-08 23:00,12
30-10-08 22:00,16
30-10-08 21:00,17
30-10-08 20:00,16
30-10-08 19:00,17
30-10-08 18:00,15
30-10-08 17:00,14
30-10-08 16:00,14
30-10-08 15:00,13
30-10-08 14:00,16
30-10-08 13:00,16
30-10-08 12:00,16
30-10-08 11:00,22
30-10-08 10:00,12
30-10-08 09:00,17
30-10-08 08:00,18
30-10-08 07:00,22
30-10-08 06:00,40
30-10-08 05:00,45
30-10-08 04:00,49
30-10-08 03:00,43
30-10-08 02:00,42
30-10-08 01:00,45
30-10-08 00:00,43
29-10-08 23:00,38
29-10-08 22:00,32
29-10-08 21:00,32
29-10-08 20:00,39
29-10-08 19:00,31
29-10-08 18:00,40
29-10-08 17:00,47
29-10-08 16:00,40
29-10-08 15:00,32
29-10-08 14:00,34
29-10-08 13:00,33
29-10-08 12:00,20
29-10-08 11:00,24
29-10-08 10:00,19
29-10-08 09:00,11
29-10-08 08:00,7
29-10-08 07:00,12
29-10-08 06:00,22
29-10-08 05:00,30
29-10-08 04:00,34
29-10-08 03:00,33
29-10-08 02:00,34
29-10-08 01:00,35
29-10-08 00:00,27
28-10-08 23:00,16
28-10-08 22:00,1
28-10-08 21:00,1
28-10-08 20:00,1
28-10-08 19:00,9
28-10-08 18:00,11
28-10-08 17:00,15
28-10-08 16:00,20
28-10-08 15:00,19
28-10-08 14:00,15
28-10-08 13:00,18
28-10-08 12:00,10
28-10-08 11:00,7
28-10-08 10:00,3
28-10-08 09:00,1
28-10-08 08:00,1
28-10-08 07:00,1
28-10-08 06:00,5
28-10-08 05:00,12
28-10-08 04:00,17
28-10-08 03:00,23
28-10-08 02:00,29
28-10-08 01:00,36
28-10-08 00:00,36
27-10-08 23:00,34
27-10-08 22:00,32
27-10-08 21:00,39
27-10-08 20:00,32
27-10-08 19:00,22
27-10-08 18:00,23
27-10-08 17:00,26
27-10-08 16:00,26
27-10-08 15:00,29
27-10-08 14:00,35
27-10-08 13:00,33
27-10-08 12:00,26
27-10-08 11:00,17
27-10-08 10:00,18
27-10-08 09:00,24
27-10-08 08:00,18
27-10-08 07:00,26
27-10-08 06:00,35
27-10-08 05:00,41
27-10-08 04:00,40
27-10-08 03:00,35
27-10-08 02:00,36
27-10-08 01:00,37
27-10-08 00:00,38
26-10-08 23:00,37
26-10-08 22:00,40
26-10-08 21:00,43
26-10-08 20:00,44
26-10-08 19:00,43
26-10-08 18:00,40
26-10-08 17:00,46
26-10-08 16:00,51
26-10-08 15:00,58
26-10-08 14:00,55
26-10-08 13:00,56
26-10-08 12:00,57
26-10-08 11:00,55
26-10-08 10:00,44
26-10-08 09:00,33
26-10-08 08:00,18
26-10-08 07:00,1
26-10-08 06:00,1
26-10-08 05:00,6
26-10-08 04:00,2
26-10-08 03:00,1
26-10-08 02:00,1
26-10-08 01:00,1
26-10-08 00:00,1
25-10-08 23:00,1
25-10-08 22:00,1
25-10-08 21:00,1
25-10-08 20:00,2
25-10-08 19:00,1
25-10-08 18:00,7
25-10-08 17:00,14
25-10-08 16:00,38
25-10-08 15:00,46
25-10-08 14:00,41
25-10-08 13:00,32
25-10-08 12:00,27
25-10-08 11:00,20
25-10-08 10:00,12
25-10-08 09:00,3
25-10-08 08:00,1
25-10-08 07:00,1
25-10-08 06:00,4
25-10-08 05:00,11
25-10-08 04:00,19
25-10-08 03:00,21
25-10-08 02:00,21
25-10-08 01:00,15
25-10-08 00:00,9
24-10-08 23:00,7
24-10-08 22:00,11
24-10-08 21:00,15
24-10-08 20:00,12
24-10-08 19:00,13
24-10-08 18:00,10
24-10-08 17:00,19
24-10-08 16:00,37
24-10-08 15:00,35
24-10-08 14:00,31
24-10-08 13:00,31
24-10-08 12:00,31
24-10-08 11:00,19
24-10-08 10:00,6
24-10-08 09:00,2
24-10-08 08:00,1
24-10-08 07:00,1
24-10-08 06:00,1
24-10-08 05:00,1
24-10-08 04:00,1
24-10-08 03:00,1
24-10-08 02:00,1
24-10-08 01:00,1
24-10-08 00:00,1
23-10-08 23:00,1
23-10-08 22:00,1
23-10-08 21:00,1
23-10-08 20:00,1
23-10-08 19:00,3
23-10-08 18:00,5
23-10-08 17:00,21
23-10-08 16:00,31
23-10-08 15:00,37
23-10-08 14:00,40
23-10-08 13:00,36
23-10-08 12:00,34
23-10-08 11:00,26
23-10-08 10:00,
23-10-08 09:00,
23-10-08 08:00,2
23-10-08 07:00,2
23-10-08 06:00,8
23-10-08 05:00,21
23-10-08 04:00,38
23-10-08 03:00,41
23-10-08 02:00,41
23-10-08 01:00,44
23-10-08 00:00,50
22-10-08 23:00,54
22-10-08 22:00,59
22-10-08 21:00,49
