Datum Zeit,Plauen-Sued PM10
,µg/m³
31-10-08,23
30-10-08,18
29-10-08,13
28-10-08,33
27-10-08,17
26-10-08,32
25-10-08,33
24-10-08,28
23-10-08,26
22-10-08,8
21-10-08,25
20-10-08,31
19-10-08,24
18-10-08,23
17-10-08,22
16-10-08,11
15-10-08,38
14-10-08,41
13-10-08,31
12-10-08,24
11-10-08,26
10-10-08,40
09-10-08,39
08-10-08,33
07-10-08,23
06-10-08,8
05-10-08,10
04-10-08,10
03-10-08,12
02-10-08,13
01-10-08,7

