Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-08,
30-10-08,2.07
29-10-08,
28-10-08,5.55
27-10-08,
26-10-08,13.85
25-10-08,
24-10-08,18.97
23-10-08,
22-10-08,0.57
21-10-08,
20-10-08,19.04
19-10-08,
18-10-08,8.22
17-10-08,
16-10-08,2.86
15-10-08,
14-10-08,14.13
13-10-08,
12-10-08,6.70
11-10-08,
10-10-08,10.47
09-10-08,
08-10-08,6.80
07-10-08,
06-10-08,1.05
05-10-08,
04-10-08,3.35
03-10-08,
02-10-08,2.53
01-10-08,1.78

