Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-10-08,23
30-10-08,18
29-10-08,13
28-10-08,39
27-10-08,23
26-10-08,21
25-10-08,52
24-10-08,45
23-10-08,37
22-10-08,7
21-10-08,31
20-10-08,34
19-10-08,23
18-10-08,32
17-10-08,18
16-10-08,18
15-10-08,50
14-10-08,46
13-10-08,39
12-10-08,29
11-10-08,39
10-10-08,50
09-10-08,41
08-10-08,35
07-10-08,30
06-10-08,21
05-10-08,11
04-10-08,16
03-10-08,16
02-10-08,20
01-10-08,11

