Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-10-08,15
30-10-08,6
29-10-08,10
28-10-08,22
27-10-08,22
26-10-08,33
25-10-08,41
24-10-08,32
23-10-08,20
22-10-08,
21-10-08,25
20-10-08,25
19-10-08,21
18-10-08,23
17-10-08,14
16-10-08,11
15-10-08,33
14-10-08,36
13-10-08,33
12-10-08,28
11-10-08,34
10-10-08,24
09-10-08,32
08-10-08,32
07-10-08,18
06-10-08,9
05-10-08,9
04-10-08,13
03-10-08,9
02-10-08,9
01-10-08,7

