Datum Zeit,Goerlitz PM10
,µg/m³
31-10-08,
30-10-08,10
29-10-08,
28-10-08,
27-10-08,32
26-10-08,
25-10-08,
24-10-08,34
23-10-08,
22-10-08,
21-10-08,34
20-10-08,
19-10-08,
18-10-08,24
17-10-08,
16-10-08,
15-10-08,42
14-10-08,42
13-10-08,27
12-10-08,31
11-10-08,37
10-10-08,32
09-10-08,40
08-10-08,38
07-10-08,20
06-10-08,17
05-10-08,14
04-10-08,21
03-10-08,16
02-10-08,13
01-10-08,10

