Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-05-01,01:00,,1,9,86,,,
2017-05-01,02:00,,1,8,88,,,
2017-05-01,03:00,,1,7,84,,,
2017-05-01,04:00,,1,6,79,,,
2017-05-01,05:00,,1,6,79,,,
2017-05-01,06:00,,1,7,84,,,
2017-05-01,07:00,,1,8,85,,,
2017-05-01,08:00,,1,6,88,,,
2017-05-01,09:00,,1,4,87,,,
2017-05-01,10:00,,1,4,90,,,
2017-05-01,11:00,,1,4,94,,,
2017-05-01,12:00,,1,4,100,,,
2017-05-01,13:00,,1,4,106,,,
2017-05-01,14:00,,1,4,114,,,
2017-05-01,15:00,,1,4,116,,,
2017-05-01,16:00,,1,4,119,,,
2017-05-01,17:00,,1,4,120,,,
2017-05-01,18:00,,1,4,119,,,
2017-05-01,19:00,,1,5,110,,,
2017-05-01,20:00,,1,6,97,,,
2017-05-01,21:00,,1,6,93,,,
2017-05-01,22:00,,1,6,88,,,
2017-05-01,23:00,,1,6,84,,,
2017-05-02,00:00,,1,6,81,,,
2017-05-02,01:00,,1,5,79,,,
2017-05-02,02:00,,1,5,78,,,
2017-05-02,03:00,,1,6,77,,,
2017-05-02,04:00,,1,7,71,,,
2017-05-02,05:00,,1,8,57,,,
2017-05-02,06:00,,1,12,51,,,
2017-05-02,07:00,,2,13,44,,,
2017-05-02,08:00,,1,13,44,,,
2017-05-02,09:00,,1,14,45,,,
2017-05-02,10:00,,1,7,61,,,
2017-05-02,11:00,,1,6,69,,,
2017-05-02,12:00,,1,6,75,,,
2017-05-02,13:00,,1,5,70,,,
2017-05-02,14:00,,1,5,70,,,
2017-05-02,15:00,,1,5,75,,,
2017-05-02,16:00,,1,7,68,,,
2017-05-02,17:00,,1,7,71,,,
2017-05-02,18:00,,1,7,72,,,
2017-05-02,19:00,,1,7,71,,,
2017-05-02,20:00,,1,9,67,,,
2017-05-02,21:00,,1,9,63,,,
