Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-05-01,,,,,,18,15.11,
2017-05-01,01:00,,1,8,72,,,
2017-05-01,02:00,,1,7,70,,,
2017-05-01,03:00,,1,7,66,,,
2017-05-01,04:00,,1,8,63,,,
2017-05-01,05:00,,1,8,62,,,
2017-05-01,06:00,,1,8,61,,,
2017-05-01,07:00,,1,7,62,,,
2017-05-01,08:00,,1,7,69,,,
2017-05-01,09:00,,1,7,78,,,
2017-05-01,10:00,,1,5,84,,,
2017-05-01,11:00,,1,4,92,,,
2017-05-01,12:00,,1,4,95,,,
2017-05-01,13:00,,1,4,96,,,
2017-05-01,14:00,,1,4,101,,,
2017-05-01,15:00,,1,4,101,,,
2017-05-01,16:00,,1,4,101,,,
2017-05-01,17:00,,1,4,103,,,
2017-05-01,18:00,,1,4,103,,,
2017-05-01,19:00,,1,5,102,,,
2017-05-01,20:00,,1,5,98,,,
2017-05-01,21:00,,1,5,94,,,
2017-05-01,22:00,,1,5,87,,,
2017-05-01,23:00,,1,5,82,,,
2017-05-02,,,,,,9,7.31,
2017-05-02,00:00,,1,5,84,,,
2017-05-02,01:00,,1,5,85,,,
2017-05-02,02:00,,1,4,83,,,
2017-05-02,03:00,,1,5,80,,,
2017-05-02,04:00,,1,5,75,,,
2017-05-02,05:00,,1,6,70,,,
2017-05-02,06:00,,1,7,65,,,
2017-05-02,07:00,,1,9,62,,,
2017-05-02,08:00,,1,10,58,,,
2017-05-02,09:00,,1,9,55,,,
2017-05-02,10:00,,1,9,53,,,
2017-05-02,11:00,,1,9,50,,,
2017-05-02,12:00,,1,10,45,,,
2017-05-02,13:00,,1,8,54,,,
2017-05-02,14:00,,1,5,65,,,
2017-05-02,15:00,,1,6,56,,,
2017-05-02,16:00,,1,7,56,,,
2017-05-02,17:00,,1,6,61,,,
2017-05-02,18:00,,1,8,58,,,
2017-05-02,19:00,,1,8,57,,,
2017-05-02,20:00,,1,8,61,,,
2017-05-02,21:00,,1,8,59,,,
2017-05-02,22:00,,1,8,56,,,
2017-05-02,23:00,,1,9,53,,,
2017-05-03,,,,,,19,15.54,
2017-05-03,00:00,,1,9,49,,,
2017-05-03,01:00,,1,9,51,,,
2017-05-03,02:00,,1,7,61,,,
2017-05-03,03:00,,1,10,55,,,
2017-05-03,04:00,,1,6,67,,,
2017-05-03,05:00,,1,8,66,,,
2017-05-03,06:00,,1,10,62,,,
2017-05-03,07:00,,1,10,65,,,
2017-05-03,08:00,,3,13,54,,,
2017-05-03,09:00,,4,9,31,,,
2017-05-03,10:00,,3,7,33,,,
2017-05-03,11:00,,3,7,38,,,
2017-05-03,12:00,,1,6,56,,,
2017-05-03,13:00,,2,7,63,,,
2017-05-03,14:00,,1,5,75,,,
2017-05-03,15:00,,1,4,79,,,
2017-05-03,16:00,,1,3,88,,,
2017-05-03,17:00,,1,5,90,,,
2017-05-03,18:00,,1,7,89,,,
2017-05-03,19:00,,1,4,83,,,
2017-05-03,20:00,,1,5,67,,,
2017-05-03,21:00,,1,5,63,,,
2017-05-03,22:00,,1,7,60,,,
2017-05-03,23:00,,1,7,61,,,
2017-05-04,00:00,,1,6,61,,,
2017-05-04,01:00,,1,5,60,,,
2017-05-04,02:00,,1,5,55,,,
2017-05-04,03:00,,1,6,51,,,
2017-05-04,04:00,,1,5,47,,,
2017-05-04,05:00,,1,6,42,,,
2017-05-04,06:00,,1,7,40,,,
2017-05-04,07:00,,1,7,39,,,
2017-05-04,08:00,,1,7,39,,,
2017-05-04,09:00,,1,8,36,,,
2017-05-04,10:00,,1,7,33,,,
2017-05-04,11:00,,1,6,39,,,
2017-05-04,12:00,,1,5,44,,,
2017-05-04,13:00,,1,5,45,,,
2017-05-04,14:00,,1,5,49,,,
2017-05-04,15:00,,1,5,51,,,
2017-05-04,16:00,,1,5,51,,,
2017-05-04,17:00,,1,5,51,,,
2017-05-04,18:00,,1,6,48,,,
2017-05-04,19:00,,1,7,44,,,
2017-05-04,20:00,,1,8,42,,,
2017-05-04,21:00,,1,8,39,,,
2017-05-04,22:00,,1,8,34,,,
2017-05-04,23:00,,1,7,32,,,
2017-05-05,00:00,,1,5,30,,,
2017-05-05,01:00,,1,5,32,,,
2017-05-05,02:00,,1,5,31,,,
2017-05-05,03:00,,1,4,34,,,
2017-05-05,04:00,,1,5,27,,,
2017-05-05,05:00,,1,6,27,,,
2017-05-05,06:00,,1,6,28,,,
2017-05-05,07:00,,1,6,28,,,
2017-05-05,08:00,,1,6,29,,,
2017-05-05,09:00,,1,7,33,,,
2017-05-05,10:00,,1,5,36,,,
2017-05-05,11:00,,1,7,35,,,
2017-05-05,12:00,,2,10,36,,,
2017-05-05,13:00,,2,11,40,,,
2017-05-05,14:00,,1,9,39,,,
2017-05-05,15:00,,1,8,39,,,
2017-05-05,16:00,,1,9,39,,,
2017-05-05,17:00,,1,8,46,,,
2017-05-05,18:00,,1,8,44,,,
2017-05-05,19:00,,1,7,41,,,
2017-05-05,20:00,,1,6,40,,,
2017-05-05,21:00,,1,6,40,,,
2017-05-05,22:00,,1,7,37,,,
2017-05-05,23:00,,1,8,38,,,
2017-05-06,00:00,,1,7,40,,,
2017-05-06,01:00,,1,6,38,,,
2017-05-06,02:00,,1,6,35,,,
2017-05-06,03:00,,1,5,34,,,
2017-05-06,04:00,,1,4,38,,,
2017-05-06,05:00,,1,6,33,,,
2017-05-06,06:00,,1,8,24,,,
2017-05-06,07:00,,1,10,21,,,
2017-05-06,08:00,,2,9,23,,,
2017-05-06,09:00,,1,8,25,,,
2017-05-06,10:00,,1,7,31,,,
2017-05-06,11:00,,1,6,39,,,
2017-05-06,12:00,,1,5,55,,,
2017-05-06,13:00,,1,4,79,,,
2017-05-06,14:00,,1,4,85,,,
2017-05-06,15:00,,1,3,89,,,
2017-05-06,16:00,,1,3,90,,,
2017-05-06,17:00,,1,3,95,,,
2017-05-06,18:00,,1,3,95,,,
2017-05-06,19:00,,1,3,90,,,
2017-05-06,20:00,,1,5,83,,,
2017-05-06,21:00,,1,7,78,,,
2017-05-06,22:00,,1,8,72,,,
2017-05-06,23:00,,1,6,71,,,
2017-05-07,00:00,,1,5,73,,,
2017-05-07,01:00,,1,5,69,,,
2017-05-07,02:00,,1,6,65,,,
2017-05-07,03:00,,1,5,61,,,
2017-05-07,04:00,,1,4,64,,,
2017-05-07,05:00,,1,4,63,,,
2017-05-07,06:00,,1,4,68,,,
2017-05-07,07:00,,1,4,66,,,
2017-05-07,08:00,,1,3,58,,,
2017-05-07,09:00,,1,3,62,,,
2017-05-07,10:00,,1,3,63,,,
2017-05-07,11:00,,1,3,70,,,
2017-05-07,12:00,,1,3,70,,,
2017-05-07,13:00,,1,2,84,,,
2017-05-07,14:00,,1,3,83,,,
2017-05-07,15:00,,1,2,86,,,
2017-05-07,16:00,,1,2,92,,,
2017-05-07,17:00,,1,2,93,,,
2017-05-07,18:00,,1,3,98,,,
2017-05-07,19:00,,1,3,99,,,
2017-05-07,20:00,,1,3,99,,,
2017-05-07,21:00,,1,2,104,,,
2017-05-07,22:00,,1,2,110,,,
2017-05-07,23:00,,1,2,110,,,
2017-05-08,00:00,,1,4,79,,,
2017-05-08,01:00,,1,3,71,,,
2017-05-08,02:00,,1,3,74,,,
2017-05-08,03:00,,1,3,74,,,
2017-05-08,04:00,,1,4,71,,,
2017-05-08,05:00,,1,6,71,,,
2017-05-08,06:00,,1,8,64,,,
2017-05-08,07:00,,1,8,46,,,
2017-05-08,08:00,,1,10,40,,,
2017-05-08,09:00,,1,9,44,,,
2017-05-08,10:00,,1,5,54,,,
2017-05-08,11:00,,1,6,57,,,
2017-05-08,12:00,,1,7,53,,,
2017-05-08,13:00,,1,6,55,,,
2017-05-08,14:00,,1,5,56,,,
2017-05-08,15:00,,1,7,54,,,
2017-05-08,16:00,,1,7,57,,,
2017-05-08,17:00,,1,7,56,,,
2017-05-08,18:00,,1,7,50,,,
2017-05-08,19:00,,1,5,57,,,
2017-05-08,20:00,,1,3,63,,,
2017-05-08,21:00,,1,4,59,,,
2017-05-08,22:00,,1,4,55,,,
2017-05-08,23:00,,1,4,54,,,
2017-05-09,00:00,,1,4,49,,,
2017-05-09,01:00,,1,3,54,,,
2017-05-09,02:00,,1,4,54,,,
2017-05-09,03:00,,1,4,53,,,
2017-05-09,04:00,,1,4,55,,,
2017-05-09,05:00,,1,4,55,,,
2017-05-09,06:00,,1,3,63,,,
2017-05-09,07:00,,1,3,66,,,
2017-05-09,08:00,,1,4,69,,,
2017-05-09,09:00,,1,5,67,,,
2017-05-09,10:00,,1,4,66,,,
2017-05-09,11:00,,1,3,78,,,
2017-05-09,12:00,,1,2,80,,,
2017-05-09,13:00,,1,2,83,,,
2017-05-09,14:00,,1,2,87,,,
2017-05-09,15:00,,1,2,88,,,
2017-05-09,16:00,,1,3,81,,,
2017-05-09,17:00,,1,4,80,,,
2017-05-09,18:00,,1,4,83,,,
2017-05-09,19:00,,1,3,84,,,
2017-05-09,20:00,,1,4,85,,,
2017-05-09,21:00,,1,6,85,,,
2017-05-09,22:00,,1,8,81,,,
2017-05-09,23:00,,1,10,74,,,
2017-05-10,00:00,,1,10,69,,,
2017-05-10,01:00,,1,8,69,,,
2017-05-10,02:00,,1,8,65,,,
2017-05-10,03:00,,1,10,57,,,
2017-05-10,04:00,,1,8,56,,,
2017-05-10,05:00,,1,8,57,,,
2017-05-10,06:00,,1,8,58,,,
2017-05-10,07:00,,1,9,57,,,
2017-05-10,08:00,,2,10,57,,,
2017-05-10,09:00,,1,11,65,,,
2017-05-10,10:00,,2,9,71,,,
2017-05-10,11:00,,1,7,81,,,
2017-05-10,12:00,,1,6,88,,,
2017-05-10,13:00,,1,6,93,,,
2017-05-10,14:00,,1,5,97,,,
2017-05-10,15:00,,1,5,100,,,
2017-05-10,16:00,,1,5,102,,,
2017-05-10,17:00,,1,5,104,,,
2017-05-10,18:00,,1,6,101,,,
2017-05-10,19:00,,1,6,105,,,
2017-05-10,20:00,,1,5,107,,,
2017-05-10,21:00,,1,6,104,,,
