Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-05-01,,,,,,29,,
2017-05-01,01:00,,2,18,25,,,1.6
2017-05-01,02:00,,1,14,23,,,1.2
2017-05-01,03:00,,1,17,17,,,1.1
2017-05-01,04:00,,1,14,14,,,1.4
2017-05-01,05:00,,1,15,13,,,1.3
2017-05-01,06:00,,3,15,11,,,1.3
2017-05-01,07:00,,2,10,52,,,2.9
2017-05-01,08:00,,1,6,89,,,1.9
2017-05-01,09:00,,1,5,100,,,1.1
2017-05-01,10:00,,1,4,99,,,1.0
2017-05-01,11:00,,1,5,99,,,0.5
2017-05-01,12:00,,1,4,100,,,1.1
2017-05-01,13:00,,1,6,101,,,0.5
2017-05-01,14:00,,1,5,105,,,1.1
2017-05-01,15:00,,1,5,106,,,1.3
2017-05-01,16:00,,1,5,106,,,1.7
2017-05-01,17:00,,1,5,104,,,2.4
2017-05-01,18:00,,1,5,101,,,2.4
2017-05-01,19:00,,1,6,98,,,2.5
2017-05-01,20:00,,1,6,96,,,2.3
2017-05-01,21:00,,1,6,89,,,2.0
2017-05-01,22:00,,1,6,84,,,1.8
2017-05-01,23:00,,1,7,81,,,1.8
2017-05-02,,,,,,13,,
2017-05-02,00:00,,1,6,77,,,2.1
2017-05-02,01:00,,1,6,76,,,2.3
2017-05-02,02:00,,1,7,72,,,2.2
2017-05-02,03:00,,1,11,63,,,2.1
2017-05-02,04:00,,1,15,58,,,2.4
2017-05-02,05:00,,1,8,58,,,2.0
2017-05-02,06:00,,1,17,48,,,2.1
2017-05-02,07:00,,2,16,46,,,2.3
2017-05-02,08:00,,1,10,49,,,1.8
2017-05-02,09:00,,1,13,43,,,1.6
2017-05-02,10:00,,1,13,41,,,1.3
2017-05-02,11:00,,3,15,41,,,1.5
2017-05-02,12:00,,2,6,66,,,0.5
2017-05-02,13:00,,3,6,68,,,0.5
2017-05-02,14:00,,1,6,74,,,0.5
2017-05-02,15:00,,2,6,77,,,0.5
2017-05-02,16:00,,2,6,79,,,0.5
2017-05-02,17:00,,2,6,78,,,1.5
2017-05-02,18:00,,1,7,84,,,0.5
2017-05-02,19:00,,1,7,83,,,0.5
2017-05-02,20:00,,1,13,68,,,1.3
2017-05-02,21:00,,1,21,37,,,1.6
2017-05-02,22:00,,1,24,24,,,1.1
2017-05-02,23:00,,1,20,22,,,1.2
2017-05-03,,,,,,25,,
2017-05-03,00:00,,1,17,13,,,1.6
2017-05-03,01:00,,1,15,8,,,1.9
2017-05-03,02:00,,1,12,10,,,1.0
2017-05-03,03:00,,1,11,6,,,0.5
2017-05-03,04:00,,1,8,6,,,0.5
2017-05-03,05:00,,6,12,2,,,0.5
2017-05-03,06:00,,14,12,2,,,1.4
2017-05-03,07:00,,22,21,10,,,1.5
2017-05-03,08:00,,11,14,19,,,1.5
2017-05-03,09:00,,5,9,30,,,1.0
2017-05-03,10:00,,2,9,37,,,0.5
2017-05-03,11:00,,3,9,50,,,2.4
2017-05-03,16:00,,2,10,73,,,2.9
2017-05-03,17:00,,1,6,74,,,1.1
2017-05-03,18:00,,1,7,65,,,2.1
2017-05-03,19:00,,1,10,57,,,2.9
2017-05-03,20:00,,1,9,51,,,1.5
2017-05-03,21:00,,1,10,49,,,1.7
2017-05-03,22:00,,1,10,48,,,1.9
2017-05-03,23:00,,1,12,44,,,1.8
2017-05-04,00:00,,1,8,43,,,1.2
2017-05-04,01:00,,1,7,40,,,0.5
2017-05-04,02:00,,1,5,39,,,0.5
2017-05-04,03:00,,1,5,39,,,0.5
2017-05-04,04:00,,1,6,37,,,0.5
2017-05-04,05:00,,1,7,33,,,0.5
2017-05-04,06:00,,1,7,32,,,0.5
2017-05-04,07:00,,1,8,31,,,0.5
2017-05-04,08:00,,2,9,31,,,0.5
2017-05-04,09:00,,2,9,29,,,0.5
2017-05-04,10:00,,2,9,29,,,0.5
2017-05-04,11:00,,3,10,27,,,0.5
2017-05-04,12:00,,2,8,29,,,0.5
2017-05-04,13:00,,2,8,34,,,0.5
2017-05-04,14:00,,2,8,37,,,0.5
2017-05-04,15:00,,2,8,41,,,0.5
2017-05-04,16:00,,2,8,42,,,0.5
2017-05-04,17:00,,2,8,44,,,0.5
2017-05-04,18:00,,1,10,43,,,0.5
2017-05-04,19:00,,1,11,41,,,0.5
2017-05-04,20:00,,1,9,44,,,0.5
2017-05-04,21:00,,1,8,43,,,0.5
2017-05-04,22:00,,1,11,39,,,0.5
2017-05-04,23:00,,1,7,41,,,0.5
2017-05-05,00:00,,1,7,40,,,0.5
2017-05-05,01:00,,1,7,39,,,0.5
2017-05-05,02:00,,1,6,39,,,0.5
2017-05-05,03:00,,1,6,40,,,0.5
2017-05-05,04:00,,1,5,40,,,0.5
2017-05-05,05:00,,1,6,35,,,0.5
2017-05-05,06:00,,1,7,37,,,0.5
2017-05-05,07:00,,1,9,36,,,0.5
2017-05-05,08:00,,1,10,41,,,0.5
2017-05-05,09:00,,2,10,44,,,0.5
2017-05-05,10:00,,2,9,46,,,0.5
2017-05-05,11:00,,1,8,51,,,0.5
2017-05-05,12:00,,2,9,47,,,0.5
2017-05-05,13:00,,4,12,42,,,0.5
2017-05-05,14:00,,2,10,47,,,0.5
2017-05-05,15:00,,2,14,44,,,0.5
2017-05-05,16:00,,2,16,37,,,0.5
2017-05-05,17:00,,2,14,33,,,0.5
2017-05-05,18:00,,1,13,34,,,0.5
2017-05-05,19:00,,1,14,33,,,0.5
2017-05-05,20:00,,1,16,28,,,0.5
2017-05-05,21:00,,2,17,23,,,0.5
2017-05-05,22:00,,1,13,26,,,0.5
2017-05-05,23:00,,1,11,27,,,0.5
2017-05-06,00:00,,1,11,27,,,1.0
2017-05-06,01:00,,1,10,28,,,0.5
2017-05-06,02:00,,1,11,22,,,0.5
2017-05-06,03:00,,1,12,23,,,0.5
2017-05-06,04:00,,1,9,29,,,0.5
2017-05-06,05:00,,1,8,30,,,0.5
2017-05-06,06:00,,1,11,25,,,0.5
2017-05-06,07:00,,2,11,28,,,0.5
2017-05-06,08:00,,2,9,33,,,0.5
2017-05-06,09:00,,2,9,39,,,0.5
2017-05-06,10:00,,2,6,54,,,0.5
2017-05-06,11:00,,2,5,73,,,0.5
2017-05-06,12:00,,1,5,82,,,1.0
2017-05-06,13:00,,1,5,90,,,0.5
2017-05-06,14:00,,1,4,95,,,0.5
2017-05-06,15:00,,1,5,96,,,0.5
2017-05-06,16:00,,1,3,99,,,0.5
2017-05-06,17:00,,1,4,98,,,0.5
2017-05-06,18:00,,1,4,97,,,0.5
2017-05-06,19:00,,1,7,91,,,0.5
2017-05-06,20:00,,1,11,83,,,1.4
2017-05-06,21:00,,1,7,78,,,1.1
2017-05-06,22:00,,1,8,67,,,0.5
2017-05-06,23:00,,1,10,50,,,0.5
2017-05-07,00:00,,1,13,38,,,0.5
2017-05-07,01:00,,1,12,39,,,0.5
2017-05-07,02:00,,1,12,28,,,0.5
2017-05-07,03:00,,1,8,47,,,0.5
2017-05-07,04:00,,1,6,60,,,0.5
2017-05-07,05:00,,1,7,67,,,0.5
2017-05-07,06:00,,1,4,66,,,0.5
2017-05-07,07:00,,1,9,53,,,0.5
2017-05-07,08:00,,1,8,55,,,1.2
2017-05-07,09:00,,3,16,68,,,8.4
2017-05-07,10:00,,3,15,65,,,8.3
2017-05-07,11:00,,2,14,66,,,6.4
2017-05-07,12:00,,1,6,71,,,2.2
2017-05-07,13:00,,1,4,80,,,0.5
2017-05-07,14:00,,1,5,76,,,0.5
2017-05-07,15:00,,1,6,68,,,0.5
2017-05-07,16:00,,1,5,74,,,1.1
2017-05-07,17:00,,1,6,97,,,2.8
2017-05-07,18:00,,1,6,98,,,2.9
2017-05-07,19:00,,1,7,91,,,2.6
2017-05-07,20:00,,1,12,69,,,3.1
2017-05-07,21:00,,1,13,58,,,2.4
2017-05-07,22:00,,1,11,52,,,2.0
2017-05-07,23:00,,1,11,53,,,1.8
2017-05-08,00:00,,1,8,54,,,1.1
2017-05-08,01:00,,1,5,65,,,0.5
2017-05-08,02:00,,1,4,72,,,0.5
2017-05-08,03:00,,1,5,64,,,0.5
2017-05-08,04:00,,1,12,43,,,0.5
2017-05-08,05:00,,2,17,29,,,0.5
2017-05-08,06:00,,6,19,23,,,2.4
2017-05-08,07:00,,8,23,29,,,4.5
2017-05-08,08:00,,4,13,52,,,2.0
2017-05-08,09:00,,3,12,57,,,2.7
2017-05-08,10:00,,3,10,65,,,3.5
2017-05-08,11:00,,4,16,68,,,9.7
2017-05-08,12:00,,2,7,78,,,1.4
2017-05-08,13:00,,1,9,67,,,0.5
2017-05-08,14:00,,2,12,40,,,0.5
2017-05-08,15:00,,2,11,38,,,0.5
2017-05-08,16:00,,2,11,45,,,0.5
2017-05-08,17:00,,1,9,49,,,0.5
2017-05-08,18:00,,1,8,50,,,0.5
2017-05-08,19:00,,1,8,53,,,0.5
2017-05-08,20:00,,1,8,51,,,0.5
2017-05-08,21:00,,1,4,63,,,0.5
2017-05-08,22:00,,1,3,66,,,0.5
2017-05-08,23:00,,1,3,70,,,0.5
2017-05-09,00:00,,1,3,64,,,0.5
2017-05-09,01:00,,1,3,65,,,0.5
2017-05-09,02:00,,1,4,57,,,0.5
2017-05-09,03:00,,1,4,56,,,0.5
2017-05-09,04:00,,1,5,52,,,0.5
2017-05-09,05:00,,1,7,51,,,0.5
2017-05-09,06:00,,1,8,51,,,0.5
2017-05-09,07:00,,2,6,60,,,0.5
2017-05-09,08:00,,1,5,67,,,0.5
2017-05-09,09:00,,1,5,71,,,0.5
2017-05-09,10:00,,1,4,75,,,0.5
2017-05-09,11:00,,1,3,77,,,0.5
2017-05-09,12:00,,1,4,79,,,0.5
2017-05-09,13:00,,2,6,74,,,2.9
2017-05-09,14:00,,1,6,80,,,1.9
2017-05-09,15:00,,2,7,80,,,2.2
2017-05-09,16:00,,1,5,85,,,0.5
2017-05-09,17:00,,1,6,83,,,0.5
2017-05-09,18:00,,1,4,85,,,0.5
2017-05-09,19:00,,1,6,79,,,1.1
2017-05-09,20:00,,1,9,69,,,1.2
2017-05-09,21:00,,1,7,65,,,0.5
2017-05-09,22:00,,1,10,52,,,0.5
2017-05-09,23:00,,1,10,35,,,2.9
2017-05-10,00:00,,1,8,36,,,2.6
2017-05-10,01:00,,1,9,32,,,1.7
2017-05-10,02:00,,1,7,30,,,0.5
2017-05-10,03:00,,1,7,28,,,0.5
2017-05-10,04:00,,1,11,25,,,0.5
2017-05-10,05:00,,1,14,32,,,0.5
2017-05-10,06:00,,2,13,50,,,2.3
2017-05-10,07:00,,4,12,54,,,5.2
2017-05-10,08:00,,4,12,56,,,4.5
2017-05-10,09:00,,4,12,61,,,5.6
2017-05-10,10:00,,3,10,69,,,4.5
2017-05-10,11:00,,3,13,79,,,2.6
2017-05-10,12:00,,3,9,85,,,3.2
2017-05-10,13:00,,3,10,88,,,3.2
2017-05-10,14:00,,2,8,88,,,3.9
2017-05-10,15:00,,3,10,88,,,3.5
2017-05-10,16:00,,2,8,95,,,2.9
2017-05-10,17:00,,1,7,104,,,2.6
2017-05-10,18:00,,1,6,102,,,3.0
2017-05-10,19:00,,2,8,96,,,3.1
2017-05-10,20:00,,1,7,89,,,3.6
2017-05-10,21:00,,1,15,68,,,4.2
2017-05-10,22:00,,1,14,64,,,3.5
2017-05-10,23:00,,1,19,47,,,2.3
2017-05-11,00:00,,1,22,36,,,1.8
2017-05-11,01:00,,1,33,18,,,1.0
2017-05-11,02:00,,1,19,45,,,1.4
2017-05-11,03:00,,1,17,49,,,1.5
2017-05-11,04:00,,1,10,57,,,1.7
2017-05-11,05:00,,1,14,55,,,2.9
2017-05-11,06:00,,1,13,62,,,3.1
2017-05-11,07:00,,2,13,63,,,3.0
2017-05-11,08:00,,2,9,76,,,4.7
2017-05-11,09:00,,3,9,75,,,7.1
2017-05-11,10:00,,3,12,80,,,10.2
2017-05-11,11:00,,2,7,96,,,2.8
2017-05-11,12:00,,2,6,109,,,2.4
2017-05-11,13:00,,2,7,110,,,2.4
2017-05-11,14:00,,2,6,115,,,2.3
2017-05-11,15:00,,1,5,116,,,2.0
2017-05-11,16:00,,2,5,115,,,1.6
2017-05-11,17:00,,2,6,114,,,1.3
2017-05-11,18:00,,1,6,117,,,1.9
2017-05-11,19:00,,1,7,112,,,2.8
2017-05-11,20:00,,1,15,89,,,4.6
2017-05-11,21:00,,1,24,52,,,4.3
2017-05-11,22:00,,1,23,34,,,7.2
2017-05-11,23:00,,2,19,26,,,6.1
2017-05-12,00:00,,1,12,30,,,3.4
2017-05-12,01:00,,1,10,28,,,3.3
2017-05-12,02:00,,1,14,13,,,3.4
2017-05-12,03:00,,1,13,15,,,2.3
2017-05-12,04:00,,4,14,10,,,1.9
2017-05-12,05:00,,5,13,5,,,4.1
2017-05-12,06:00,,12,17,5,,,3.6
2017-05-12,07:00,,12,27,17,,,3.6
2017-05-12,08:00,,7,25,35,,,2.5
2017-05-12,09:00,,6,20,53,,,3.3
2017-05-12,10:00,,2,7,96,,,1.9
2017-05-12,11:00,,2,6,103,,,1.7
2017-05-12,12:00,,1,5,108,,,1.4
2017-05-12,13:00,,1,5,104,,,1.2
2017-05-12,14:00,,1,6,101,,,0.5
2017-05-12,15:00,,1,7,96,,,0.5
2017-05-12,16:00,,1,6,92,,,1.1
2017-05-12,17:00,,2,7,91,,,1.1
2017-05-12,18:00,,1,10,86,,,1.2
2017-05-12,19:00,,1,9,87,,,1.1
2017-05-12,20:00,,1,9,76,,,1.1
2017-05-12,21:00,,1,13,59,,,1.2
2017-05-12,22:00,,1,14,55,,,0.5
2017-05-12,23:00,,1,16,47,,,0.5
2017-05-13,00:00,,1,16,41,,,0.5
2017-05-13,01:00,,1,15,39,,,0.5
2017-05-13,02:00,,1,11,34,,,0.5
2017-05-13,03:00,,1,11,32,,,0.5
2017-05-13,04:00,,1,9,31,,,0.5
2017-05-13,05:00,,1,8,29,,,0.5
2017-05-13,06:00,,2,13,23,,,0.5
2017-05-13,07:00,,2,12,26,,,0.5
2017-05-13,08:00,,2,9,34,,,0.5
2017-05-13,09:00,,2,6,55,,,0.5
2017-05-13,10:00,,1,8,65,,,0.5
2017-05-13,11:00,,1,14,64,,,0.5
2017-05-13,12:00,,2,12,68,,,0.5
2017-05-13,13:00,,1,3,87,,,0.5
2017-05-13,14:00,,1,4,87,,,1.1
