Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-05-03 00:00,11
30-04-03 23:00,8
30-04-03 22:00,9
30-04-03 21:00,14
30-04-03 20:00,23
30-04-03 19:00,26
30-04-03 18:00,41
30-04-03 17:00,51
30-04-03 16:00,81
30-04-03 15:00,90
30-04-03 14:00,104
30-04-03 13:00,86
30-04-03 12:00,61
30-04-03 11:00,74
30-04-03 10:00,86
30-04-03 09:00,94
30-04-03 08:00,157
30-04-03 07:00,185
30-04-03 06:00,153
30-04-03 05:00,64
30-04-03 04:00,33
30-04-03 03:00,22
30-04-03 02:00,23
30-04-03 01:00,16
30-04-03 00:00,45
29-04-03 23:00,218
29-04-03 22:00,107
29-04-03 21:00,73
29-04-03 20:00,47
29-04-03 19:00,73
29-04-03 18:00,85
29-04-03 17:00,29
29-04-03 16:00,31
29-04-03 15:00,41
29-04-03 14:00,37
29-04-03 13:00,37
29-04-03 12:00,28
29-04-03 11:00,39
29-04-03 10:00,114
29-04-03 09:00,56
29-04-03 08:00,69
29-04-03 07:00,38
29-04-03 06:00,31
29-04-03 05:00,22
29-04-03 04:00,30
29-04-03 03:00,19
29-04-03 02:00,9
29-04-03 01:00,9
29-04-03 00:00,28
28-04-03 23:00,26
28-04-03 22:00,53
28-04-03 21:00,75
28-04-03 20:00,62
28-04-03 19:00,42
28-04-03 18:00,40
28-04-03 17:00,51
28-04-03 16:00,77
28-04-03 15:00,43
28-04-03 14:00,26
28-04-03 13:00,36
28-04-03 12:00,38
28-04-03 11:00,29
28-04-03 10:00,31
28-04-03 09:00,31
28-04-03 08:00,40
28-04-03 07:00,39
28-04-03 06:00,45
28-04-03 05:00,16
28-04-03 04:00,16
28-04-03 03:00,11
28-04-03 02:00,3
28-04-03 01:00,3
28-04-03 00:00,2
27-04-03 23:00,7
27-04-03 22:00,11
27-04-03 21:00,9
27-04-03 20:00,15
27-04-03 19:00,13
27-04-03 18:00,36
27-04-03 17:00,27
27-04-03 16:00,16
27-04-03 15:00,35
27-04-03 14:00,23
27-04-03 13:00,22
27-04-03 12:00,33
27-04-03 11:00,19
27-04-03 10:00,13
27-04-03 09:00,11
27-04-03 08:00,7
27-04-03 07:00,10
27-04-03 06:00,2
27-04-03 05:00,16
27-04-03 04:00,17
27-04-03 03:00,13
27-04-03 02:00,15
27-04-03 01:00,15
27-04-03 00:00,12
26-04-03 23:00,18
26-04-03 22:00,9
26-04-03 21:00,11
26-04-03 20:00,12
26-04-03 19:00,17
26-04-03 18:00,35
26-04-03 17:00,35
26-04-03 16:00,26
26-04-03 15:00,35
26-04-03 14:00,38
26-04-03 13:00,35
26-04-03 12:00,20
26-04-03 11:00,39
26-04-03 10:00,49
26-04-03 09:00,54
26-04-03 08:00,63
26-04-03 07:00,32
