Datum Zeit,Borna PM10
,µg/m³
30-04-03,27
29-04-03,24
28-04-03,21
27-04-03,13
26-04-03,30
25-04-03,42
24-04-03,44
23-04-03,35
22-04-03,63
21-04-03,68
20-04-03,57
19-04-03,40
18-04-03,20
17-04-03,39
16-04-03,45
15-04-03,48
14-04-03,55
13-04-03,47
12-04-03,44
11-04-03,51
10-04-03,37
09-04-03,30
08-04-03,20
07-04-03,10
06-04-03,15
05-04-03,34
04-04-03,18
03-04-03,16
02-04-03,17
01-04-03,31

