Datum Zeit,Zittau-Ost O3
,µg/m³
01-05-03 00:00,72
30-04-03 23:00,75
30-04-03 22:00,80
30-04-03 21:00,70
30-04-03 20:00,46
30-04-03 19:00,65
30-04-03 18:00,103
30-04-03 17:00,132
30-04-03 16:00,136
30-04-03 15:00,131
30-04-03 14:00,121
30-04-03 13:00,116
30-04-03 12:00,113
30-04-03 11:00,99
30-04-03 10:00,95
30-04-03 09:00,67
30-04-03 08:00,25
30-04-03 07:00,6
30-04-03 06:00,2
30-04-03 05:00,1
30-04-03 04:00,4
30-04-03 03:00,5
30-04-03 02:00,9
30-04-03 01:00,8
30-04-03 00:00,13
29-04-03 23:00,16
29-04-03 22:00,21
29-04-03 21:00,35
29-04-03 20:00,58
29-04-03 19:00,80
29-04-03 18:00,84
29-04-03 17:00,93
29-04-03 16:00,92
29-04-03 15:00,81
29-04-03 14:00,76
29-04-03 13:00,69
29-04-03 12:00,67
29-04-03 11:00,77
29-04-03 10:00,88
29-04-03 09:00,85
29-04-03 08:00,81
29-04-03 07:00,85
29-04-03 06:00,89
29-04-03 05:00,92
29-04-03 04:00,93
29-04-03 03:00,94
29-04-03 02:00,89
29-04-03 01:00,94
29-04-03 00:00,92
28-04-03 23:00,80
28-04-03 22:00,65
28-04-03 21:00,43
28-04-03 20:00,52
28-04-03 19:00,88
28-04-03 18:00,100
28-04-03 17:00,104
28-04-03 16:00,109
28-04-03 15:00,111
28-04-03 14:00,110
28-04-03 13:00,103
28-04-03 12:00,97
28-04-03 11:00,85
28-04-03 10:00,70
28-04-03 09:00,61
28-04-03 08:00,59
28-04-03 07:00,58
28-04-03 06:00,57
28-04-03 05:00,55
28-04-03 04:00,59
28-04-03 03:00,64
28-04-03 02:00,67
28-04-03 01:00,71
28-04-03 00:00,77
27-04-03 23:00,81
27-04-03 22:00,86
27-04-03 21:00,100
27-04-03 20:00,104
27-04-03 19:00,101
27-04-03 18:00,110
27-04-03 17:00,114
27-04-03 16:00,116
27-04-03 15:00,112
27-04-03 14:00,96
27-04-03 13:00,93
27-04-03 12:00,93
27-04-03 11:00,92
27-04-03 10:00,98
27-04-03 09:00,80
27-04-03 08:00,77
27-04-03 07:00,75
27-04-03 06:00,87
27-04-03 05:00,95
27-04-03 04:00,93
27-04-03 03:00,90
27-04-03 02:00,84
27-04-03 01:00,81
27-04-03 00:00,89
26-04-03 23:00,105
26-04-03 22:00,119
26-04-03 21:00,141
26-04-03 20:00,137
26-04-03 19:00,135
26-04-03 18:00,152
26-04-03 17:00,157
26-04-03 16:00,158
26-04-03 15:00,156
26-04-03 14:00,157
26-04-03 13:00,154
26-04-03 12:00,152
26-04-03 11:00,148
26-04-03 10:00,138
26-04-03 09:00,142
26-04-03 08:00,122
26-04-03 07:00,116
26-04-03 06:00,107
26-04-03 05:00,113
26-04-03 04:00,114
26-04-03 03:00,113
26-04-03 02:00,113
26-04-03 01:00,117
26-04-03 00:00,87
25-04-03 23:00,86
25-04-03 22:00,95
25-04-03 21:00,95
25-04-03 20:00,77
25-04-03 19:00,125
25-04-03 18:00,150
25-04-03 17:00,153
25-04-03 16:00,152
25-04-03 15:00,149
25-04-03 14:00,148
25-04-03 13:00,149
25-04-03 12:00,142
25-04-03 11:00,137
25-04-03 10:00,114
25-04-03 09:00,48
25-04-03 08:00,44
25-04-03 07:00,20
25-04-03 06:00,12
25-04-03 05:00,12
25-04-03 04:00,25
25-04-03 03:00,31
25-04-03 02:00,37
25-04-03 01:00,33
25-04-03 00:00,47
24-04-03 23:00,43
24-04-03 22:00,32
24-04-03 21:00,58
24-04-03 20:00,81
24-04-03 19:00,119
24-04-03 18:00,134
24-04-03 17:00,133
24-04-03 16:00,132
24-04-03 15:00,136
24-04-03 14:00,129
24-04-03 13:00,124
24-04-03 12:00,124
24-04-03 11:00,116
24-04-03 10:00,86
24-04-03 09:00,54
24-04-03 08:00,27
24-04-03 07:00,22
24-04-03 06:00,17
24-04-03 05:00,21
24-04-03 04:00,28
24-04-03 03:00,33
24-04-03 02:00,40
24-04-03 01:00,45
24-04-03 00:00,46
23-04-03 23:00,75
23-04-03 22:00,99
23-04-03 21:00,102
23-04-03 20:00,107
23-04-03 19:00,120
23-04-03 18:00,124
23-04-03 17:00,122
23-04-03 16:00,132
23-04-03 15:00,124
23-04-03 14:00,122
23-04-03 13:00,123
23-04-03 12:00,121
23-04-03 11:00,103
23-04-03 10:00,94
23-04-03 09:00,87
23-04-03 08:00,67
23-04-03 07:00,24
23-04-03 06:00,16
23-04-03 05:00,15
23-04-03 04:00,27
23-04-03 03:00,23
23-04-03 02:00,29
23-04-03 01:00,38
23-04-03 00:00,43
22-04-03 23:00,49
22-04-03 22:00,60
22-04-03 21:00,86
22-04-03 20:00,104
22-04-03 19:00,136
22-04-03 18:00,152
22-04-03 17:00,149
22-04-03 16:00,159
22-04-03 15:00,151
22-04-03 14:00,149
22-04-03 13:00,150
22-04-03 12:00,139
22-04-03 11:00,115
22-04-03 10:00,63
22-04-03 09:00,64
22-04-03 08:00,41
22-04-03 07:00,23
22-04-03 06:00,18
22-04-03 05:00,27
22-04-03 04:00,35
22-04-03 03:00,38
22-04-03 02:00,38
22-04-03 01:00,50
22-04-03 00:00,46
21-04-03 23:00,33
21-04-03 22:00,68
21-04-03 21:00,69
21-04-03 20:00,97
21-04-03 19:00,113
21-04-03 18:00,114
21-04-03 17:00,119
21-04-03 16:00,121
21-04-03 15:00,120
21-04-03 14:00,117
21-04-03 13:00,115
21-04-03 12:00,111
21-04-03 11:00,106
21-04-03 10:00,102
21-04-03 09:00,95
21-04-03 08:00,85
21-04-03 07:00,76
21-04-03 06:00,70
21-04-03 05:00,69
21-04-03 04:00,77
21-04-03 03:00,80
21-04-03 02:00,79
21-04-03 01:00,82
21-04-03 00:00,57
20-04-03 23:00,60
20-04-03 22:00,65
20-04-03 21:00,84
20-04-03 20:00,95
20-04-03 19:00,99
20-04-03 18:00,105
20-04-03 17:00,106
20-04-03 16:00,109
20-04-03 15:00,82
20-04-03 14:00,96
20-04-03 13:00,107
20-04-03 12:00,106
20-04-03 11:00,103
20-04-03 10:00,98
20-04-03 09:00,91
20-04-03 08:00,87
20-04-03 07:00,84
20-04-03 06:00,84
20-04-03 05:00,85
20-04-03 04:00,84
20-04-03 03:00,85
20-04-03 02:00,88
20-04-03 01:00,91
20-04-03 00:00,72
19-04-03 23:00,83
19-04-03 22:00,82
19-04-03 21:00,85
19-04-03 20:00,84
19-04-03 19:00,86
19-04-03 18:00,88
19-04-03 17:00,94
19-04-03 16:00,85
19-04-03 15:00,83
19-04-03 14:00,85
19-04-03 13:00,79
19-04-03 12:00,76
19-04-03 11:00,72
19-04-03 10:00,69
19-04-03 09:00,58
19-04-03 08:00,60
19-04-03 07:00,60
19-04-03 06:00,56
19-04-03 05:00,65
19-04-03 04:00,73
19-04-03 03:00,70
19-04-03 02:00,75
19-04-03 01:00,62
19-04-03 00:00,60
18-04-03 23:00,61
18-04-03 22:00,60
18-04-03 21:00,64
18-04-03 20:00,63
18-04-03 19:00,61
18-04-03 18:00,72
18-04-03 17:00,76
18-04-03 16:00,80
18-04-03 15:00,83
18-04-03 14:00,84
18-04-03 13:00,89
18-04-03 12:00,87
18-04-03 11:00,87
18-04-03 10:00,85
18-04-03 09:00,90
18-04-03 08:00,94
18-04-03 07:00,89
18-04-03 06:00,86
18-04-03 05:00,77
18-04-03 04:00,87
18-04-03 03:00,37
18-04-03 02:00,28
18-04-03 01:00,34
18-04-03 00:00,42
17-04-03 23:00,40
17-04-03 22:00,47
17-04-03 21:00,40
17-04-03 20:00,92
17-04-03 19:00,127
17-04-03 18:00,137
17-04-03 17:00,144
17-04-03 16:00,138
17-04-03 15:00,131
17-04-03 14:00,127
17-04-03 13:00,124
17-04-03 12:00,129
17-04-03 11:00,129
17-04-03 10:00,101
17-04-03 09:00,51
17-04-03 08:00,27
17-04-03 07:00,25
17-04-03 06:00,18
17-04-03 05:00,26
17-04-03 04:00,25
17-04-03 03:00,30
17-04-03 02:00,37
17-04-03 01:00,38
17-04-03 00:00,43
16-04-03 23:00,44
16-04-03 22:00,48
16-04-03 21:00,63
16-04-03 20:00,111
16-04-03 19:00,130
16-04-03 18:00,135
16-04-03 17:00,136
16-04-03 16:00,136
16-04-03 15:00,134
16-04-03 14:00,129
16-04-03 13:00,126
16-04-03 12:00,126
16-04-03 11:00,102
16-04-03 10:00,60
16-04-03 09:00,51
16-04-03 08:00,33
16-04-03 07:00,20
16-04-03 06:00,15
16-04-03 05:00,20
16-04-03 04:00,23
16-04-03 03:00,26
16-04-03 02:00,36
16-04-03 01:00,39
16-04-03 00:00,40
15-04-03 23:00,54
15-04-03 22:00,64
15-04-03 21:00,71
15-04-03 20:00,108
15-04-03 19:00,133
15-04-03 18:00,146
15-04-03 17:00,144
15-04-03 16:00,146
15-04-03 15:00,149
15-04-03 14:00,149
15-04-03 13:00,138
15-04-03 12:00,127
15-04-03 11:00,85
15-04-03 10:00,74
15-04-03 09:00,31
15-04-03 08:00,35
15-04-03 07:00,18
15-04-03 06:00,6
15-04-03 05:00,13
15-04-03 04:00,20
15-04-03 03:00,29
15-04-03 02:00,29
15-04-03 01:00,34
15-04-03 00:00,29
14-04-03 23:00,48
14-04-03 22:00,79
14-04-03 21:00,108
14-04-03 20:00,112
14-04-03 19:00,133
14-04-03 18:00,142
14-04-03 17:00,145
14-04-03 16:00,146
14-04-03 15:00,142
14-04-03 14:00,141
14-04-03 13:00,138
14-04-03 12:00,130
14-04-03 11:00,111
14-04-03 10:00,83
14-04-03 09:00,51
14-04-03 08:00,27
14-04-03 07:00,14
14-04-03 06:00,13
14-04-03 05:00,17
14-04-03 04:00,25
14-04-03 03:00,33
14-04-03 02:00,41
14-04-03 01:00,37
14-04-03 00:00,39
13-04-03 23:00,43
13-04-03 22:00,47
13-04-03 21:00,87
13-04-03 20:00,112
13-04-03 19:00,132
13-04-03 18:00,137
13-04-03 17:00,139
13-04-03 16:00,136
13-04-03 15:00,138
13-04-03 14:00,136
13-04-03 13:00,131
13-04-03 12:00,130
13-04-03 11:00,120
13-04-03 10:00,90
13-04-03 09:00,60
13-04-03 08:00,50
13-04-03 07:00,24
13-04-03 06:00,18
13-04-03 05:00,19
13-04-03 04:00,23
13-04-03 03:00,28
13-04-03 02:00,28
13-04-03 01:00,29
13-04-03 00:00,39
12-04-03 23:00,62
12-04-03 22:00,66
12-04-03 21:00,57
12-04-03 20:00,69
12-04-03 19:00,107
12-04-03 18:00,123
12-04-03 17:00,127
12-04-03 16:00,129
12-04-03 15:00,132
12-04-03 14:00,128
12-04-03 13:00,120
12-04-03 12:00,112
12-04-03 11:00,97
12-04-03 10:00,83
12-04-03 09:00,68
12-04-03 08:00,55
12-04-03 07:00,20
12-04-03 06:00,13
12-04-03 05:00,17
12-04-03 04:00,20
12-04-03 03:00,14
12-04-03 02:00,25
12-04-03 01:00,28
12-04-03 00:00,31
11-04-03 23:00,41
11-04-03 22:00,45
11-04-03 21:00,56
11-04-03 20:00,61
11-04-03 19:00,60
11-04-03 18:00,58
11-04-03 17:00,50
11-04-03 16:00,55
11-04-03 15:00,57
11-04-03 14:00,61
11-04-03 13:00,70
11-04-03 12:00,66
11-04-03 11:00,70
11-04-03 10:00,73
11-04-03 09:00,68
11-04-03 08:00,50
11-04-03 07:00,40
11-04-03 06:00,51
11-04-03 05:00,53
11-04-03 04:00,44
11-04-03 03:00,48
11-04-03 02:00,47
11-04-03 01:00,66
11-04-03 00:00,69
10-04-03 23:00,71
10-04-03 22:00,82
10-04-03 21:00,92
10-04-03 20:00,94
10-04-03 19:00,89
10-04-03 18:00,91
10-04-03 17:00,95
10-04-03 16:00,97
10-04-03 15:00,94
10-04-03 14:00,91
10-04-03 13:00,87
10-04-03 12:00,77
10-04-03 11:00,71
10-04-03 10:00,69
10-04-03 09:00,62
10-04-03 08:00,52
10-04-03 07:00,9
10-04-03 06:00,13
10-04-03 05:00,45
10-04-03 04:00,57
10-04-03 03:00,60
10-04-03 02:00,58
10-04-03 01:00,56
10-04-03 00:00,64
09-04-03 23:00,68
09-04-03 22:00,68
09-04-03 21:00,69
09-04-03 20:00,70
09-04-03 19:00,72
09-04-03 18:00,72
09-04-03 17:00,74
09-04-03 16:00,80
09-04-03 15:00,81
09-04-03 14:00,82
09-04-03 13:00,85
09-04-03 12:00,87
09-04-03 11:00,84
09-04-03 10:00,78
09-04-03 09:00,63
09-04-03 08:00,51
09-04-03 07:00,36
09-04-03 06:00,33
09-04-03 05:00,44
09-04-03 04:00,47
09-04-03 03:00,48
09-04-03 02:00,53
09-04-03 01:00,56
09-04-03 00:00,59
08-04-03 23:00,60
08-04-03 22:00,56
08-04-03 21:00,58
08-04-03 20:00,68
08-04-03 19:00,64
08-04-03 18:00,67
08-04-03 17:00,69
08-04-03 16:00,67
08-04-03 15:00,73
