Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-04-03,20
29-04-03,14
28-04-03,13
27-04-03,10
26-04-03,35
25-04-03,40
24-04-03,37
23-04-03,28
22-04-03,54
21-04-03,69
20-04-03,64
19-04-03,49
18-04-03,19
17-04-03,29
16-04-03,33
15-04-03,36
14-04-03,35
13-04-03,41
12-04-03,42
11-04-03,38
10-04-03,29
09-04-03,15
08-04-03,9
07-04-03,7
06-04-03,14
05-04-03,27
04-04-03,13
03-04-03,11
02-04-03,11
01-04-03,24

