Datum Zeit,Glauchau O3
,µg/m³
01-05-03 00:00,74
30-04-03 23:00,76
30-04-03 22:00,69
30-04-03 21:00,70
30-04-03 20:00,71
30-04-03 19:00,68
30-04-03 18:00,70
30-04-03 17:00,75
30-04-03 16:00,74
30-04-03 15:00,62
30-04-03 14:00,51
30-04-03 13:00,58
30-04-03 12:00,76
30-04-03 11:00,73
30-04-03 10:00,70
30-04-03 09:00,40
30-04-03 08:00,9
30-04-03 07:00,4
30-04-03 06:00,1
30-04-03 05:00,1
30-04-03 04:00,1
30-04-03 03:00,1
30-04-03 02:00,1
30-04-03 01:00,1
30-04-03 00:00,1
29-04-03 23:00,10
29-04-03 22:00,15
29-04-03 21:00,36
29-04-03 20:00,54
29-04-03 19:00,71
29-04-03 18:00,70
29-04-03 17:00,70
29-04-03 16:00,66
29-04-03 15:00,60
29-04-03 14:00,63
29-04-03 13:00,
29-04-03 12:00,
29-04-03 11:00,70
29-04-03 10:00,
29-04-03 09:00,59
29-04-03 08:00,54
29-04-03 07:00,46
29-04-03 06:00,44
29-04-03 05:00,66
29-04-03 04:00,75
29-04-03 03:00,57
29-04-03 02:00,37
29-04-03 01:00,1
29-04-03 00:00,10
28-04-03 23:00,44
28-04-03 22:00,61
28-04-03 21:00,68
28-04-03 20:00,71
28-04-03 19:00,72
28-04-03 18:00,72
28-04-03 17:00,80
28-04-03 16:00,86
28-04-03 15:00,87
28-04-03 14:00,80
28-04-03 13:00,84
28-04-03 12:00,87
28-04-03 11:00,78
28-04-03 10:00,62
28-04-03 09:00,53
28-04-03 08:00,50
28-04-03 07:00,31
28-04-03 06:00,34
28-04-03 05:00,45
28-04-03 04:00,54
28-04-03 03:00,58
28-04-03 02:00,65
28-04-03 01:00,76
28-04-03 00:00,74
27-04-03 23:00,68
27-04-03 22:00,61
27-04-03 21:00,71
27-04-03 20:00,69
27-04-03 19:00,74
27-04-03 18:00,85
27-04-03 17:00,84
27-04-03 16:00,85
27-04-03 15:00,96
27-04-03 14:00,99
27-04-03 13:00,102
27-04-03 12:00,96
27-04-03 11:00,90
27-04-03 10:00,77
27-04-03 09:00,71
27-04-03 08:00,69
27-04-03 07:00,70
27-04-03 06:00,73
27-04-03 05:00,76
27-04-03 04:00,78
27-04-03 03:00,83
27-04-03 02:00,88
27-04-03 01:00,89
27-04-03 00:00,79
26-04-03 23:00,72
26-04-03 22:00,79
26-04-03 21:00,89
26-04-03 20:00,97
26-04-03 19:00,90
26-04-03 18:00,108
26-04-03 17:00,122
26-04-03 16:00,132
26-04-03 15:00,133
26-04-03 14:00,132
26-04-03 13:00,131
26-04-03 12:00,131
26-04-03 11:00,121
26-04-03 10:00,101
26-04-03 09:00,81
26-04-03 08:00,59
26-04-03 07:00,18
26-04-03 06:00,46
26-04-03 05:00,49
26-04-03 04:00,61
26-04-03 03:00,59
26-04-03 02:00,50
26-04-03 01:00,51
26-04-03 00:00,30
25-04-03 23:00,28
25-04-03 22:00,42
25-04-03 21:00,66
25-04-03 20:00,106
25-04-03 19:00,125
25-04-03 18:00,140
25-04-03 17:00,136
25-04-03 16:00,137
25-04-03 15:00,130
25-04-03 14:00,128
25-04-03 13:00,129
25-04-03 12:00,125
25-04-03 11:00,111
25-04-03 10:00,75
25-04-03 09:00,27
25-04-03 08:00,6
25-04-03 07:00,2
25-04-03 06:00,1
25-04-03 05:00,1
25-04-03 04:00,1
25-04-03 03:00,1
25-04-03 02:00,1
25-04-03 01:00,1
25-04-03 00:00,1
24-04-03 23:00,16
24-04-03 22:00,5
24-04-03 21:00,53
24-04-03 20:00,82
24-04-03 19:00,112
24-04-03 18:00,130
24-04-03 17:00,129
24-04-03 16:00,131
24-04-03 15:00,123
24-04-03 14:00,119
24-04-03 13:00,116
24-04-03 12:00,106
24-04-03 11:00,82
24-04-03 10:00,57
24-04-03 09:00,38
24-04-03 08:00,17
24-04-03 07:00,7
24-04-03 06:00,1
24-04-03 05:00,3
24-04-03 04:00,7
24-04-03 03:00,6
24-04-03 02:00,1
24-04-03 01:00,1
24-04-03 00:00,4
23-04-03 23:00,19
23-04-03 22:00,24
23-04-03 21:00,38
23-04-03 20:00,57
23-04-03 19:00,105
23-04-03 18:00,103
23-04-03 17:00,102
23-04-03 16:00,103
23-04-03 15:00,106
23-04-03 14:00,110
23-04-03 13:00,
23-04-03 12:00,
23-04-03 11:00,74
23-04-03 10:00,72
23-04-03 09:00,72
23-04-03 08:00,44
23-04-03 07:00,7
23-04-03 06:00,1
23-04-03 05:00,7
23-04-03 04:00,7
23-04-03 03:00,12
23-04-03 02:00,5
23-04-03 01:00,1
23-04-03 00:00,10
22-04-03 23:00,7
22-04-03 22:00,9
22-04-03 21:00,19
22-04-03 20:00,66
22-04-03 19:00,119
22-04-03 18:00,134
22-04-03 17:00,138
22-04-03 16:00,138
22-04-03 15:00,134
22-04-03 14:00,130
22-04-03 13:00,119
22-04-03 12:00,124
22-04-03 11:00,108
22-04-03 10:00,66
22-04-03 09:00,20
22-04-03 08:00,12
22-04-03 07:00,2
22-04-03 06:00,1
22-04-03 05:00,1
22-04-03 04:00,3
22-04-03 03:00,11
22-04-03 02:00,23
22-04-03 01:00,20
22-04-03 00:00,26
21-04-03 23:00,28
21-04-03 22:00,76
21-04-03 21:00,83
21-04-03 20:00,99
21-04-03 19:00,116
