Datum Zeit,Goerlitz NO2
,µg/m³
01-05-03 00:00,22
30-04-03 23:00,24
30-04-03 22:00,27
30-04-03 21:00,41
30-04-03 20:00,61
30-04-03 19:00,51
30-04-03 18:00,48
30-04-03 17:00,77
30-04-03 16:00,63
30-04-03 15:00,32
30-04-03 14:00,74
30-04-03 13:00,51
30-04-03 12:00,18
30-04-03 11:00,12
30-04-03 10:00,17
30-04-03 09:00,25
30-04-03 08:00,41
30-04-03 07:00,49
30-04-03 06:00,48
30-04-03 05:00,35
30-04-03 04:00,28
30-04-03 03:00,33
30-04-03 02:00,31
30-04-03 01:00,37
30-04-03 00:00,40
29-04-03 23:00,40
29-04-03 22:00,44
29-04-03 21:00,54
29-04-03 20:00,44
29-04-03 19:00,40
29-04-03 18:00,42
29-04-03 17:00,39
29-04-03 16:00,37
29-04-03 15:00,44
29-04-03 14:00,
29-04-03 13:00,
29-04-03 12:00,
29-04-03 11:00,
29-04-03 10:00,56
29-04-03 09:00,47
29-04-03 08:00,40
29-04-03 07:00,48
29-04-03 06:00,43
29-04-03 05:00,29
29-04-03 04:00,23
29-04-03 03:00,18
29-04-03 02:00,18
29-04-03 01:00,26
29-04-03 00:00,27
28-04-03 23:00,34
28-04-03 22:00,58
28-04-03 21:00,41
28-04-03 20:00,48
28-04-03 19:00,68
28-04-03 18:00,53
28-04-03 17:00,52
28-04-03 16:00,57
28-04-03 15:00,59
28-04-03 14:00,55
28-04-03 13:00,48
28-04-03 12:00,46
28-04-03 11:00,44
28-04-03 10:00,45
28-04-03 09:00,43
28-04-03 08:00,42
28-04-03 07:00,50
28-04-03 06:00,48
28-04-03 05:00,36
28-04-03 04:00,21
28-04-03 03:00,16
28-04-03 02:00,21
28-04-03 01:00,16
28-04-03 00:00,14
27-04-03 23:00,17
27-04-03 22:00,18
27-04-03 21:00,29
27-04-03 20:00,24
27-04-03 19:00,22
27-04-03 18:00,24
27-04-03 17:00,23
27-04-03 16:00,21
27-04-03 15:00,23
27-04-03 14:00,34
27-04-03 13:00,25
27-04-03 12:00,22
27-04-03 11:00,21
27-04-03 10:00,18
27-04-03 09:00,17
27-04-03 08:00,17
27-04-03 07:00,19
27-04-03 06:00,22
27-04-03 05:00,16
27-04-03 04:00,13
27-04-03 03:00,15
27-04-03 02:00,13
27-04-03 01:00,24
27-04-03 00:00,21
26-04-03 23:00,26
26-04-03 22:00,32
26-04-03 21:00,49
26-04-03 20:00,53
26-04-03 19:00,60
26-04-03 18:00,48
26-04-03 17:00,45
26-04-03 16:00,39
26-04-03 15:00,45
26-04-03 14:00,43
26-04-03 13:00,43
26-04-03 12:00,41
26-04-03 11:00,49
26-04-03 10:00,46
26-04-03 09:00,50
26-04-03 08:00,56
26-04-03 07:00,56
26-04-03 06:00,45
26-04-03 05:00,37
26-04-03 04:00,29
26-04-03 03:00,36
26-04-03 02:00,62
26-04-03 01:00,64
26-04-03 00:00,82
25-04-03 23:00,83
25-04-03 22:00,47
25-04-03 21:00,28
25-04-03 20:00,30
25-04-03 19:00,26
25-04-03 18:00,34
25-04-03 17:00,37
25-04-03 16:00,56
25-04-03 15:00,55
25-04-03 14:00,50
25-04-03 13:00,54
25-04-03 12:00,46
25-04-03 11:00,62
25-04-03 10:00,62
25-04-03 09:00,69
25-04-03 08:00,61
25-04-03 07:00,71
25-04-03 06:00,66
25-04-03 05:00,56
25-04-03 04:00,32
