Datum Zeit,Borna NO2
,µg/m³
01-05-03 00:00,14
30-04-03 23:00,14
30-04-03 22:00,26
30-04-03 21:00,28
30-04-03 20:00,28
30-04-03 19:00,40
30-04-03 18:00,51
30-04-03 17:00,60
30-04-03 16:00,82
30-04-03 15:00,84
30-04-03 14:00,87
30-04-03 13:00,95
30-04-03 12:00,80
30-04-03 11:00,59
30-04-03 10:00,59
30-04-03 09:00,64
30-04-03 08:00,58
30-04-03 07:00,66
30-04-03 06:00,61
30-04-03 05:00,44
30-04-03 04:00,34
30-04-03 03:00,33
30-04-03 02:00,27
30-04-03 01:00,26
30-04-03 00:00,32
29-04-03 23:00,37
29-04-03 22:00,42
29-04-03 21:00,44
29-04-03 20:00,42
29-04-03 19:00,26
29-04-03 18:00,43
29-04-03 17:00,48
29-04-03 16:00,54
29-04-03 15:00,56
29-04-03 14:00,47
29-04-03 13:00,47
29-04-03 12:00,53
29-04-03 11:00,59
29-04-03 10:00,71
29-04-03 09:00,87
29-04-03 08:00,81
29-04-03 07:00,96
29-04-03 06:00,78
29-04-03 05:00,49
29-04-03 04:00,35
29-04-03 03:00,30
29-04-03 02:00,23
29-04-03 01:00,26
29-04-03 00:00,22
28-04-03 23:00,29
28-04-03 22:00,48
28-04-03 21:00,55
28-04-03 20:00,51
28-04-03 19:00,49
28-04-03 18:00,53
28-04-03 17:00,70
28-04-03 16:00,59
28-04-03 15:00,67
28-04-03 14:00,59
28-04-03 13:00,48
28-04-03 12:00,47
28-04-03 11:00,56
28-04-03 10:00,52
28-04-03 09:00,55
28-04-03 08:00,49
28-04-03 07:00,74
28-04-03 06:00,66
28-04-03 05:00,51
28-04-03 04:00,38
28-04-03 03:00,28
28-04-03 02:00,20
28-04-03 01:00,18
28-04-03 00:00,16
27-04-03 23:00,23
27-04-03 22:00,25
27-04-03 21:00,31
27-04-03 20:00,29
27-04-03 19:00,30
27-04-03 18:00,27
27-04-03 17:00,23
27-04-03 16:00,21
27-04-03 15:00,19
27-04-03 14:00,15
27-04-03 13:00,12
27-04-03 12:00,12
27-04-03 11:00,16
27-04-03 10:00,24
27-04-03 09:00,16
27-04-03 08:00,13
27-04-03 07:00,15
27-04-03 06:00,14
27-04-03 05:00,10
27-04-03 04:00,10
27-04-03 03:00,9
27-04-03 02:00,8
27-04-03 01:00,10
27-04-03 00:00,9
26-04-03 23:00,17
26-04-03 22:00,19
26-04-03 21:00,21
26-04-03 20:00,36
26-04-03 19:00,52
26-04-03 18:00,56
26-04-03 17:00,55
26-04-03 16:00,37
26-04-03 15:00,41
26-04-03 14:00,49
26-04-03 13:00,45
26-04-03 12:00,50
26-04-03 11:00,50
26-04-03 10:00,60
26-04-03 09:00,65
26-04-03 08:00,68
26-04-03 07:00,42
26-04-03 06:00,38
26-04-03 05:00,39
26-04-03 04:00,37
26-04-03 03:00,34
26-04-03 02:00,29
26-04-03 01:00,24
26-04-03 00:00,32
25-04-03 23:00,52
25-04-03 22:00,72
25-04-03 21:00,59
25-04-03 20:00,62
25-04-03 19:00,74
25-04-03 18:00,92
25-04-03 17:00,77
25-04-03 16:00,65
25-04-03 15:00,64
25-04-03 14:00,55
25-04-03 13:00,42
25-04-03 12:00,57
25-04-03 11:00,73
25-04-03 10:00,78
25-04-03 09:00,81
25-04-03 08:00,66
25-04-03 07:00,
25-04-03 06:00,
25-04-03 05:00,
25-04-03 04:00,
25-04-03 03:00,
