Datum Zeit,Collmberg NO2
,µg/m³
01-05-03 00:00,9
30-04-03 23:00,12
30-04-03 22:00,10
30-04-03 21:00,10
30-04-03 20:00,10
30-04-03 19:00,10
30-04-03 18:00,9
30-04-03 17:00,10
30-04-03 16:00,21
30-04-03 15:00,20
30-04-03 14:00,18
30-04-03 13:00,14
30-04-03 12:00,21
30-04-03 11:00,27
30-04-03 10:00,28
30-04-03 09:00,30
30-04-03 08:00,24
30-04-03 07:00,17
30-04-03 06:00,13
30-04-03 05:00,10
30-04-03 04:00,11
30-04-03 03:00,7
30-04-03 02:00,8
30-04-03 01:00,9
30-04-03 00:00,10
29-04-03 23:00,10
29-04-03 22:00,12
29-04-03 21:00,12
29-04-03 20:00,10
29-04-03 19:00,9
29-04-03 18:00,7
29-04-03 17:00,7
29-04-03 16:00,7
29-04-03 15:00,8
29-04-03 14:00,9
29-04-03 13:00,9
29-04-03 12:00,13
29-04-03 11:00,15
29-04-03 10:00,19
29-04-03 09:00,18
29-04-03 08:00,14
29-04-03 07:00,14
29-04-03 06:00,12
29-04-03 05:00,10
29-04-03 04:00,11
29-04-03 03:00,11
29-04-03 02:00,11
29-04-03 01:00,11
29-04-03 00:00,13
28-04-03 23:00,16
28-04-03 22:00,17
28-04-03 21:00,19
28-04-03 20:00,15
28-04-03 19:00,13
28-04-03 18:00,9
28-04-03 17:00,7
28-04-03 16:00,5
28-04-03 15:00,6
28-04-03 14:00,5
28-04-03 13:00,6
28-04-03 12:00,
28-04-03 11:00,
28-04-03 10:00,
28-04-03 09:00,11
28-04-03 08:00,12
28-04-03 07:00,13
28-04-03 06:00,13
28-04-03 05:00,10
28-04-03 04:00,8
28-04-03 03:00,8
28-04-03 02:00,9
28-04-03 01:00,10
28-04-03 00:00,10
27-04-03 23:00,10
27-04-03 22:00,8
27-04-03 21:00,8
27-04-03 20:00,8
27-04-03 19:00,7
27-04-03 18:00,6
27-04-03 17:00,7
27-04-03 16:00,6
27-04-03 15:00,5
27-04-03 14:00,5
27-04-03 13:00,5
27-04-03 12:00,6
27-04-03 11:00,7
27-04-03 10:00,5
27-04-03 09:00,5
27-04-03 08:00,6
27-04-03 07:00,6
27-04-03 06:00,6
27-04-03 05:00,6
27-04-03 04:00,5
27-04-03 03:00,6
27-04-03 02:00,5
27-04-03 01:00,6
27-04-03 00:00,7
26-04-03 23:00,7
26-04-03 22:00,7
26-04-03 21:00,8
26-04-03 20:00,11
26-04-03 19:00,9
26-04-03 18:00,10
26-04-03 17:00,14
26-04-03 16:00,12
26-04-03 15:00,8
26-04-03 14:00,9
26-04-03 13:00,9
26-04-03 12:00,20
26-04-03 11:00,23
26-04-03 10:00,32
26-04-03 09:00,33
26-04-03 08:00,30
26-04-03 07:00,27
26-04-03 06:00,24
26-04-03 05:00,21
26-04-03 04:00,18
26-04-03 03:00,18
26-04-03 02:00,21
26-04-03 01:00,14
26-04-03 00:00,12
25-04-03 23:00,17
25-04-03 22:00,18
25-04-03 21:00,15
25-04-03 20:00,13
25-04-03 19:00,11
25-04-03 18:00,8
25-04-03 17:00,8
25-04-03 16:00,7
25-04-03 15:00,8
25-04-03 14:00,8
25-04-03 13:00,9
25-04-03 12:00,10
25-04-03 11:00,14
25-04-03 10:00,24
25-04-03 09:00,30
25-04-03 08:00,34
25-04-03 07:00,35
25-04-03 06:00,31
25-04-03 05:00,26
25-04-03 04:00,20
25-04-03 03:00,17
25-04-03 02:00,17
25-04-03 01:00,11
25-04-03 00:00,12
24-04-03 23:00,11
24-04-03 22:00,8
24-04-03 21:00,9
24-04-03 20:00,8
24-04-03 19:00,9
24-04-03 18:00,9
24-04-03 17:00,8
24-04-03 16:00,9
24-04-03 15:00,9
24-04-03 14:00,8
24-04-03 13:00,7
24-04-03 12:00,10
24-04-03 11:00,12
24-04-03 10:00,10
24-04-03 09:00,13
24-04-03 08:00,10
24-04-03 07:00,10
24-04-03 06:00,10
24-04-03 05:00,9
24-04-03 04:00,8
24-04-03 03:00,9
24-04-03 02:00,10
24-04-03 01:00,10
24-04-03 00:00,12
23-04-03 23:00,9
23-04-03 22:00,9
23-04-03 21:00,9
23-04-03 20:00,9
23-04-03 19:00,8
23-04-03 18:00,9
23-04-03 17:00,11
23-04-03 16:00,12
23-04-03 15:00,12
23-04-03 14:00,10
23-04-03 13:00,10
23-04-03 12:00,11
23-04-03 11:00,13
23-04-03 10:00,14
23-04-03 09:00,17
23-04-03 08:00,18
23-04-03 07:00,15
23-04-03 06:00,12
23-04-03 05:00,11
23-04-03 04:00,11
23-04-03 03:00,10
23-04-03 02:00,8
23-04-03 01:00,8
23-04-03 00:00,7
22-04-03 23:00,8
22-04-03 22:00,8
22-04-03 21:00,8
22-04-03 20:00,7
22-04-03 19:00,8
22-04-03 18:00,9
22-04-03 17:00,8
22-04-03 16:00,8
22-04-03 15:00,9
22-04-03 14:00,8
22-04-03 13:00,8
22-04-03 12:00,11
22-04-03 11:00,17
22-04-03 10:00,23
22-04-03 09:00,25
22-04-03 08:00,29
22-04-03 07:00,31
22-04-03 06:00,27
22-04-03 05:00,20
22-04-03 04:00,18
22-04-03 03:00,16
22-04-03 02:00,15
22-04-03 01:00,15
22-04-03 00:00,13
21-04-03 23:00,13
21-04-03 22:00,13
21-04-03 21:00,9
21-04-03 20:00,11
21-04-03 19:00,10
21-04-03 18:00,8
21-04-03 17:00,8
21-04-03 16:00,8
21-04-03 15:00,7
21-04-03 14:00,7
21-04-03 13:00,7
21-04-03 12:00,8
21-04-03 11:00,8
21-04-03 10:00,9
21-04-03 09:00,9
21-04-03 08:00,11
21-04-03 07:00,11
21-04-03 06:00,11
21-04-03 05:00,11
21-04-03 04:00,11
21-04-03 03:00,11
21-04-03 02:00,13
21-04-03 01:00,12
21-04-03 00:00,11
20-04-03 23:00,11
20-04-03 22:00,11
20-04-03 21:00,12
20-04-03 20:00,11
20-04-03 19:00,9
20-04-03 18:00,9
20-04-03 17:00,8
20-04-03 16:00,8
20-04-03 15:00,8
20-04-03 14:00,10
20-04-03 13:00,10
20-04-03 12:00,10
20-04-03 11:00,10
20-04-03 10:00,10
20-04-03 09:00,10
20-04-03 08:00,11
20-04-03 07:00,11
20-04-03 06:00,11
20-04-03 05:00,11
20-04-03 04:00,12
20-04-03 03:00,12
20-04-03 02:00,13
20-04-03 01:00,13
20-04-03 00:00,13
19-04-03 23:00,13
19-04-03 22:00,11
19-04-03 21:00,12
19-04-03 20:00,11
19-04-03 19:00,13
19-04-03 18:00,14
19-04-03 17:00,12
19-04-03 16:00,12
19-04-03 15:00,12
19-04-03 14:00,11
19-04-03 13:00,12
19-04-03 12:00,12
19-04-03 11:00,12
19-04-03 10:00,14
19-04-03 09:00,12
19-04-03 08:00,11
19-04-03 07:00,10
19-04-03 06:00,8
19-04-03 05:00,8
