Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-04-04 00:00,95
31-03-04 23:00,94
31-03-04 22:00,85
31-03-04 21:00,83
31-03-04 20:00,90
31-03-04 19:00,101
31-03-04 18:00,101
31-03-04 17:00,106
31-03-04 16:00,105
31-03-04 15:00,100
31-03-04 14:00,90
31-03-04 13:00,84
31-03-04 12:00,81
31-03-04 11:00,76
31-03-04 10:00,78
31-03-04 09:00,75
31-03-04 08:00,58
31-03-04 07:00,39
31-03-04 06:00,39
31-03-04 05:00,67
31-03-04 04:00,83
31-03-04 03:00,87
31-03-04 02:00,90
31-03-04 01:00,94
31-03-04 00:00,93
30-03-04 23:00,92
30-03-04 22:00,90
30-03-04 21:00,88
30-03-04 20:00,90
30-03-04 19:00,90
30-03-04 18:00,93
30-03-04 17:00,98
30-03-04 16:00,95
30-03-04 15:00,98
30-03-04 14:00,96
30-03-04 13:00,95
30-03-04 12:00,91
30-03-04 11:00,85
30-03-04 10:00,69
30-03-04 09:00,33
30-03-04 08:00,2
30-03-04 07:00,1
30-03-04 06:00,1
30-03-04 05:00,1
30-03-04 04:00,1
30-03-04 03:00,1
30-03-04 02:00,4
30-03-04 01:00,2
30-03-04 00:00,2
29-03-04 23:00,4
29-03-04 22:00,7
29-03-04 21:00,39
29-03-04 20:00,43
29-03-04 19:00,76
29-03-04 18:00,89
29-03-04 17:00,87
29-03-04 16:00,102
29-03-04 15:00,103
29-03-04 14:00,103
29-03-04 13:00,95
29-03-04 12:00,95
29-03-04 11:00,91
29-03-04 10:00,72
29-03-04 09:00,19
29-03-04 08:00,7
29-03-04 07:00,3
29-03-04 06:00,1
29-03-04 05:00,2
29-03-04 04:00,10
29-03-04 03:00,19
29-03-04 02:00,21
29-03-04 01:00,14
29-03-04 00:00,14
28-03-04 23:00,27
28-03-04 22:00,25
28-03-04 21:00,17
28-03-04 20:00,31
28-03-04 19:00,71
28-03-04 18:00,84
28-03-04 17:00,85
28-03-04 16:00,85
28-03-04 15:00,86
28-03-04 14:00,86
28-03-04 13:00,79
28-03-04 12:00,77
28-03-04 11:00,79
28-03-04 10:00,64
28-03-04 09:00,52
28-03-04 08:00,33
28-03-04 07:00,23
28-03-04 06:00,19
28-03-04 05:00,5
28-03-04 04:00,9
28-03-04 03:00,26
28-03-04 02:00,22
28-03-04 01:00,15
28-03-04 00:00,16
27-03-04 23:00,20
27-03-04 22:00,8
27-03-04 21:00,6
