Datum Zeit,Schwartenberg SO2
,µg/m³
01-04-04 00:00,5.6
31-03-04 23:00,14.2
31-03-04 22:00,22.6
31-03-04 21:00,30.2
31-03-04 20:00,11.4
31-03-04 19:00,4.3
31-03-04 18:00,4.2
31-03-04 17:00,4.8
31-03-04 16:00,4.7
31-03-04 15:00,5.0
31-03-04 14:00,7.2
31-03-04 13:00,10.8
31-03-04 12:00,13.0
31-03-04 11:00,14.5
31-03-04 10:00,21.9
31-03-04 09:00,19.4
31-03-04 08:00,27.5
31-03-04 07:00,23.8
31-03-04 06:00,10.5
31-03-04 05:00,9.2
31-03-04 04:00,9.7
31-03-04 03:00,6.3
31-03-04 02:00,20.9
31-03-04 01:00,32.8
31-03-04 00:00,19.6
30-03-04 23:00,4.3
30-03-04 22:00,9.1
30-03-04 21:00,10.7
30-03-04 20:00,41.5
30-03-04 19:00,20.2
30-03-04 18:00,3.9
30-03-04 17:00,5.9
30-03-04 16:00,6.3
30-03-04 15:00,4.0
30-03-04 14:00,2.0
30-03-04 13:00,4.5
30-03-04 12:00,6.7
30-03-04 11:00,20.0
30-03-04 10:00,23.7
30-03-04 09:00,33.6
30-03-04 08:00,31.4
30-03-04 07:00,12.1
30-03-04 06:00,25.1
30-03-04 05:00,29.1
30-03-04 04:00,44.6
30-03-04 03:00,29.5
30-03-04 02:00,17.4
30-03-04 01:00,6.9
30-03-04 00:00,4.8
29-03-04 23:00,5.2
29-03-04 22:00,4.2
29-03-04 21:00,4.1
29-03-04 20:00,4.4
29-03-04 19:00,7.5
29-03-04 18:00,9.5
29-03-04 17:00,16.6
29-03-04 16:00,20.4
29-03-04 15:00,20.7
29-03-04 14:00,20.5
29-03-04 13:00,25.5
29-03-04 12:00,33.4
29-03-04 11:00,6.1
29-03-04 10:00,5.2
29-03-04 09:00,10.5
29-03-04 08:00,22.0
29-03-04 07:00,26.1
29-03-04 06:00,22.9
29-03-04 05:00,20.0
29-03-04 04:00,25.5
29-03-04 03:00,22.3
29-03-04 02:00,8.9
29-03-04 01:00,1.7
29-03-04 00:00,1.3
28-03-04 23:00,2.1
28-03-04 22:00,2.1
28-03-04 21:00,1.7
28-03-04 20:00,1.3
28-03-04 19:00,1.8
28-03-04 18:00,1.6
28-03-04 17:00,1.8
28-03-04 16:00,1.5
28-03-04 15:00,1.2
28-03-04 14:00,1.8
28-03-04 13:00,1.4
28-03-04 12:00,1.0
28-03-04 11:00,1.3
28-03-04 10:00,1.3
28-03-04 09:00,1.5
28-03-04 08:00,1.2
28-03-04 07:00,1.0
28-03-04 06:00,1.0
28-03-04 05:00,1.4
28-03-04 04:00,1.7
28-03-04 03:00,1.0
28-03-04 02:00,1.3
28-03-04 01:00,1.4
28-03-04 00:00,1.4
27-03-04 23:00,2.7
27-03-04 22:00,1.9
27-03-04 21:00,1.0
27-03-04 20:00,1.5
27-03-04 19:00,1.0
27-03-04 18:00,1.0
27-03-04 17:00,1.1
27-03-04 16:00,1.3
27-03-04 15:00,1.4
27-03-04 14:00,1.6
27-03-04 13:00,1.5
27-03-04 12:00,1.0
27-03-04 11:00,1.2
27-03-04 10:00,3.1
27-03-04 09:00,6.6
27-03-04 08:00,7.5
27-03-04 07:00,9.9
27-03-04 06:00,7.9
27-03-04 05:00,5.8
27-03-04 04:00,3.8
27-03-04 03:00,1.0
27-03-04 02:00,1.0
27-03-04 01:00,1.1
27-03-04 00:00,1.0
26-03-04 23:00,1.3
26-03-04 22:00,1.4
26-03-04 21:00,1.0
26-03-04 20:00,1.6
26-03-04 19:00,1.6
26-03-04 18:00,1.2
26-03-04 17:00,1.0
26-03-04 16:00,1.1
26-03-04 15:00,1.0
26-03-04 14:00,1.1
26-03-04 13:00,1.0
26-03-04 12:00,1.1
26-03-04 11:00,1.6
26-03-04 10:00,1.2
26-03-04 09:00,1.1
26-03-04 08:00,1.0
26-03-04 07:00,1.1
26-03-04 06:00,1.2
26-03-04 05:00,1.1
26-03-04 04:00,1.0
26-03-04 03:00,1.2
26-03-04 02:00,1.1
26-03-04 01:00,1.2
26-03-04 00:00,1.0
25-03-04 23:00,1.0
25-03-04 22:00,1.0
25-03-04 21:00,1.0
25-03-04 20:00,1.0
25-03-04 19:00,1.0
25-03-04 18:00,1.0
25-03-04 17:00,1.0
25-03-04 16:00,1.0
25-03-04 15:00,1.0
25-03-04 14:00,1.0
25-03-04 13:00,1.0
25-03-04 12:00,1.0
25-03-04 11:00,1.0
25-03-04 10:00,1.0
25-03-04 09:00,1.0
25-03-04 08:00,1.0
25-03-04 07:00,1.0
25-03-04 06:00,1.0
25-03-04 05:00,1.0
25-03-04 04:00,1.0
25-03-04 03:00,1.0
25-03-04 02:00,1.0
25-03-04 01:00,1.0
25-03-04 00:00,1.0
24-03-04 23:00,1.0
24-03-04 22:00,1.0
24-03-04 21:00,1.0
24-03-04 20:00,1.0
24-03-04 19:00,1.0
24-03-04 18:00,1.0
24-03-04 17:00,1.1
24-03-04 16:00,1.0
24-03-04 15:00,1.0
24-03-04 14:00,1.0
24-03-04 13:00,1.4
24-03-04 12:00,1.0
24-03-04 11:00,1.1
24-03-04 10:00,1.8
24-03-04 09:00,1.9
24-03-04 08:00,2.6
24-03-04 07:00,2.8
24-03-04 06:00,6.8
24-03-04 05:00,7.5
24-03-04 04:00,5.0
24-03-04 03:00,1.7
24-03-04 02:00,1.4
24-03-04 01:00,2.2
24-03-04 00:00,1.0
23-03-04 23:00,1.2
23-03-04 22:00,1.3
23-03-04 21:00,1.9
23-03-04 20:00,2.3
23-03-04 19:00,1.7
23-03-04 18:00,1.2
23-03-04 17:00,1.0
23-03-04 16:00,1.6
23-03-04 15:00,2.2
23-03-04 14:00,3.6
23-03-04 13:00,2.5
23-03-04 12:00,2.0
23-03-04 11:00,1.6
23-03-04 10:00,1.7
23-03-04 09:00,3.2
23-03-04 08:00,3.6
23-03-04 07:00,1.0
23-03-04 06:00,1.0
23-03-04 05:00,1.0
23-03-04 04:00,1.0
23-03-04 03:00,1.0
23-03-04 02:00,1.1
23-03-04 01:00,1.1
23-03-04 00:00,1.0
22-03-04 23:00,1.4
22-03-04 22:00,1.6
22-03-04 21:00,1.3
22-03-04 20:00,1.9
22-03-04 19:00,1.6
22-03-04 18:00,1.6
22-03-04 17:00,1.7
22-03-04 16:00,1.4
22-03-04 15:00,1.2
22-03-04 14:00,1.5
22-03-04 13:00,1.1
22-03-04 12:00,1.4
22-03-04 11:00,1.4
22-03-04 10:00,1.6
22-03-04 09:00,1.6
22-03-04 08:00,1.5
22-03-04 07:00,1.1
22-03-04 06:00,1.6
22-03-04 05:00,1.5
22-03-04 04:00,1.7
22-03-04 03:00,1.2
22-03-04 02:00,1.2
22-03-04 01:00,1.4
22-03-04 00:00,1.0
21-03-04 23:00,1.0
21-03-04 22:00,1.0
21-03-04 21:00,1.0
21-03-04 20:00,1.0
21-03-04 19:00,1.0
21-03-04 18:00,1.0
21-03-04 17:00,1.0
21-03-04 16:00,1.0
21-03-04 15:00,1.0
21-03-04 14:00,1.0
21-03-04 13:00,1.0
21-03-04 12:00,1.0
21-03-04 11:00,1.1
21-03-04 10:00,1.0
21-03-04 09:00,1.0
21-03-04 08:00,1.0
21-03-04 07:00,1.0
21-03-04 06:00,1.0
21-03-04 05:00,1.0
21-03-04 04:00,1.0
21-03-04 03:00,1.0
21-03-04 02:00,1.0
21-03-04 01:00,1.0
21-03-04 00:00,1.0
20-03-04 23:00,1.0
20-03-04 22:00,1.0
20-03-04 21:00,1.0
20-03-04 20:00,1.0
20-03-04 19:00,1.0
20-03-04 18:00,1.0
20-03-04 17:00,1.0
20-03-04 16:00,1.0
20-03-04 15:00,1.0
20-03-04 14:00,1.0
20-03-04 13:00,1.0
20-03-04 12:00,1.0
20-03-04 11:00,1.0
20-03-04 10:00,1.0
20-03-04 09:00,1.0
20-03-04 08:00,1.0
20-03-04 07:00,1.0
20-03-04 06:00,1.0
20-03-04 05:00,1.0
20-03-04 04:00,1.0
20-03-04 03:00,1.0
20-03-04 02:00,1.0
20-03-04 01:00,1.0
20-03-04 00:00,1.0
19-03-04 23:00,1.0
19-03-04 22:00,1.0
19-03-04 21:00,1.0
19-03-04 20:00,1.3
19-03-04 19:00,2.7
19-03-04 18:00,1.8
19-03-04 17:00,1.1
19-03-04 16:00,1.4
19-03-04 15:00,1.0
19-03-04 14:00,1.0
19-03-04 13:00,1.2
19-03-04 12:00,1.3
19-03-04 11:00,1.8
19-03-04 10:00,3.5
19-03-04 09:00,4.1
19-03-04 08:00,3.6
19-03-04 07:00,4.0
19-03-04 06:00,4.1
19-03-04 05:00,4.0
19-03-04 04:00,4.1
19-03-04 03:00,3.9
19-03-04 02:00,4.4
19-03-04 01:00,10.7
19-03-04 00:00,24.8
18-03-04 23:00,39.4
18-03-04 22:00,50.5
18-03-04 21:00,60.0
18-03-04 20:00,51.8
18-03-04 19:00,24.1
18-03-04 18:00,24.1
18-03-04 17:00,19.5
18-03-04 16:00,18.0
18-03-04 15:00,17.7
18-03-04 14:00,14.2
18-03-04 13:00,5.9
18-03-04 12:00,3.4
18-03-04 11:00,3.1
18-03-04 10:00,2.6
18-03-04 09:00,2.3
18-03-04 08:00,1.8
18-03-04 07:00,1.1
18-03-04 06:00,1.0
18-03-04 05:00,1.1
18-03-04 04:00,1.0
18-03-04 03:00,1.0
18-03-04 02:00,1.0
18-03-04 01:00,1.0
18-03-04 00:00,1.4
17-03-04 23:00,2.4
17-03-04 22:00,2.6
17-03-04 21:00,3.2
17-03-04 20:00,6.1
17-03-04 19:00,24.3
17-03-04 18:00,37.9
17-03-04 17:00,3.0
17-03-04 16:00,3.4
17-03-04 15:00,1.8
17-03-04 14:00,1.8
17-03-04 13:00,2.2
17-03-04 12:00,2.2
17-03-04 11:00,3.4
17-03-04 10:00,3.2
17-03-04 09:00,2.9
17-03-04 08:00,1.9
17-03-04 07:00,1.7
17-03-04 06:00,1.8
17-03-04 05:00,1.9
17-03-04 04:00,2.0
17-03-04 03:00,1.5
17-03-04 02:00,1.4
17-03-04 01:00,1.3
17-03-04 00:00,1.6
16-03-04 23:00,1.8
16-03-04 22:00,1.7
16-03-04 21:00,1.4
16-03-04 20:00,1.6
16-03-04 19:00,1.6
16-03-04 18:00,1.4
16-03-04 17:00,1.1
16-03-04 16:00,1.0
16-03-04 15:00,1.2
16-03-04 14:00,1.7
16-03-04 13:00,1.4
16-03-04 12:00,1.2
16-03-04 11:00,1.3
16-03-04 10:00,1.6
16-03-04 09:00,1.7
16-03-04 08:00,1.4
16-03-04 07:00,1.7
16-03-04 06:00,1.6
16-03-04 05:00,1.1
16-03-04 04:00,1.5
16-03-04 03:00,2.0
16-03-04 02:00,1.2
16-03-04 01:00,1.6
16-03-04 00:00,1.0
15-03-04 23:00,1.0
15-03-04 22:00,1.1
15-03-04 21:00,1.0
15-03-04 20:00,1.0
15-03-04 19:00,1.0
15-03-04 18:00,1.1
15-03-04 17:00,1.0
15-03-04 16:00,1.0
15-03-04 15:00,1.0
15-03-04 14:00,1.0
15-03-04 13:00,1.0
15-03-04 12:00,1.3
15-03-04 11:00,1.9
15-03-04 10:00,1.7
15-03-04 09:00,1.3
15-03-04 08:00,1.0
15-03-04 07:00,1.0
15-03-04 06:00,1.0
15-03-04 05:00,1.0
15-03-04 04:00,1.0
15-03-04 03:00,1.2
15-03-04 02:00,1.2
15-03-04 01:00,5.2
15-03-04 00:00,10.6
14-03-04 23:00,6.5
14-03-04 22:00,5.9
14-03-04 21:00,6.9
14-03-04 20:00,1.0
14-03-04 19:00,1.0
14-03-04 18:00,1.0
14-03-04 17:00,1.0
14-03-04 16:00,1.0
14-03-04 15:00,1.0
14-03-04 14:00,1.0
14-03-04 13:00,1.1
14-03-04 12:00,1.1
14-03-04 11:00,1.1
14-03-04 10:00,1.6
14-03-04 09:00,2.9
14-03-04 08:00,3.6
14-03-04 07:00,6.3
14-03-04 06:00,9.2
14-03-04 05:00,19.3
14-03-04 04:00,23.4
14-03-04 03:00,11.3
14-03-04 02:00,12.5
14-03-04 01:00,35.2
14-03-04 00:00,26.3
13-03-04 23:00,26.2
13-03-04 22:00,16.6
13-03-04 21:00,25.5
13-03-04 20:00,19.3
13-03-04 19:00,12.5
13-03-04 18:00,13.2
13-03-04 17:00,21.7
13-03-04 16:00,31.4
13-03-04 15:00,31.1
13-03-04 14:00,34.1
13-03-04 13:00,18.0
13-03-04 12:00,12.2
13-03-04 11:00,13.3
