Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-03-04,20.04
30-03-04,
29-03-04,26.67
28-03-04,
27-03-04,10.89
26-03-04,
25-03-04,
24-03-04,
23-03-04,
22-03-04,
21-03-04,2.42
20-03-04,
19-03-04,15.65
18-03-04,
17-03-04,9.67
16-03-04,
15-03-04,5.75
14-03-04,
13-03-04,51.93
12-03-04,
11-03-04,
10-03-04,
09-03-04,28.68
08-03-04,
07-03-04,19.14
06-03-04,
05-03-04,11.06
04-03-04,
03-03-04,16.89
02-03-04,
01-03-04,

