Datum Zeit,Klingenthal NO2
,µg/m³
01-04-04 00:00,15
31-03-04 23:00,20
31-03-04 22:00,42
31-03-04 21:00,41
31-03-04 20:00,42
31-03-04 19:00,30
31-03-04 18:00,15
31-03-04 17:00,17
31-03-04 16:00,15
31-03-04 15:00,14
31-03-04 14:00,15
31-03-04 13:00,18
31-03-04 12:00,18
31-03-04 11:00,16
31-03-04 10:00,13
31-03-04 09:00,11
31-03-04 08:00,12
31-03-04 07:00,14
31-03-04 06:00,12
31-03-04 05:00,11
31-03-04 04:00,7
31-03-04 03:00,6
31-03-04 02:00,6
31-03-04 01:00,6
31-03-04 00:00,6
30-03-04 23:00,7
30-03-04 22:00,9
30-03-04 21:00,14
30-03-04 20:00,8
30-03-04 19:00,9
30-03-04 18:00,8
30-03-04 17:00,8
30-03-04 16:00,6
30-03-04 15:00,8
30-03-04 14:00,8
30-03-04 13:00,10
30-03-04 12:00,8
30-03-04 11:00,10
30-03-04 10:00,12
30-03-04 09:00,19
30-03-04 08:00,47
30-03-04 07:00,43
30-03-04 06:00,40
30-03-04 05:00,31
30-03-04 04:00,22
30-03-04 03:00,18
30-03-04 02:00,15
30-03-04 01:00,13
30-03-04 00:00,17
29-03-04 23:00,20
29-03-04 22:00,26
29-03-04 21:00,28
29-03-04 20:00,27
29-03-04 19:00,28
29-03-04 18:00,24
29-03-04 17:00,23
29-03-04 16:00,14
29-03-04 15:00,11
29-03-04 14:00,15
29-03-04 13:00,7
29-03-04 12:00,11
29-03-04 11:00,13
29-03-04 10:00,20
29-03-04 09:00,24
29-03-04 08:00,36
29-03-04 07:00,35
29-03-04 06:00,32
29-03-04 05:00,28
29-03-04 04:00,20
29-03-04 03:00,14
29-03-04 02:00,13
29-03-04 01:00,12
29-03-04 00:00,14
28-03-04 23:00,13
28-03-04 22:00,17
28-03-04 21:00,26
28-03-04 20:00,26
28-03-04 19:00,21
28-03-04 18:00,26
28-03-04 17:00,12
28-03-04 16:00,6
28-03-04 15:00,7
28-03-04 14:00,10
28-03-04 13:00,11
28-03-04 12:00,10
28-03-04 11:00,13
28-03-04 10:00,14
28-03-04 09:00,19
28-03-04 08:00,20
28-03-04 07:00,18
28-03-04 06:00,17
28-03-04 05:00,11
28-03-04 04:00,8
28-03-04 03:00,11
28-03-04 02:00,15
28-03-04 01:00,13
28-03-04 00:00,12
27-03-04 23:00,18
27-03-04 22:00,23
27-03-04 21:00,18
27-03-04 20:00,20
27-03-04 19:00,21
27-03-04 18:00,27
27-03-04 17:00,23
