Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-03-04,53
30-03-04,70
29-03-04,76
28-03-04,50
27-03-04,44
26-03-04,37
25-03-04,29
24-03-04,34
23-03-04,46
22-03-04,28
21-03-04,12
20-03-04,15
19-03-04,58
18-03-04,90
17-03-04,70
16-03-04,44
15-03-04,32
14-03-04,37
13-03-04,51
12-03-04,67
11-03-04,76
10-03-04,49
09-03-04,63
08-03-04,91
07-03-04,70
06-03-04,40
05-03-04,43
04-03-04,44
03-03-04,44
02-03-04,27
01-03-04,44

