Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-10-13,18
30-10-13,18
29-10-13,11
28-10-13,9
27-10-13,8
26-10-13,14
25-10-13,19
24-10-13,16
23-10-13,19
22-10-13,23
21-10-13,14
20-10-13,17
19-10-13,17
18-10-13,13
17-10-13,14
16-10-13,21
15-10-13,16
14-10-13,26
13-10-13,15
12-10-13,18
11-10-13,9
10-10-13,13
09-10-13,39
08-10-13,44
07-10-13,38
06-10-13,40
05-10-13,28
04-10-13,
03-10-13,22
02-10-13,20
01-10-13,24

