Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-10-13,15.91
30-10-13,11.42
29-10-13,9.56
28-10-13,10.69
27-10-13,7.28
26-10-13,12.03
25-10-13,14.77
24-10-13,12.39
23-10-13,14.28
22-10-13,13.96
21-10-13,12.57
20-10-13,10.42
19-10-13,12.40
18-10-13,8.45
17-10-13,10.07
16-10-13,19.66
15-10-13,11.87
14-10-13,15.65
13-10-13,13.46
12-10-13,14.68
11-10-13,12.08
10-10-13,9.59
09-10-13,27.49
08-10-13,23.65
07-10-13,17.66
06-10-13,19.37
05-10-13,18.69
04-10-13,15.62
03-10-13,15.42
02-10-13,13.06
01-10-13,14.76

