Datum Zeit,Fichtelberg O3
,µg/m³
01-11-13 00:00,75
31-10-13 23:00,75
31-10-13 22:00,71
31-10-13 21:00,73
31-10-13 20:00,77
31-10-13 19:00,77
31-10-13 18:00,72
31-10-13 17:00,73
31-10-13 16:00,79
31-10-13 15:00,79
31-10-13 14:00,80
31-10-13 13:00,80
31-10-13 12:00,80
31-10-13 11:00,79
31-10-13 10:00,76
31-10-13 09:00,70
31-10-13 08:00,76
31-10-13 07:00,78
31-10-13 06:00,79
31-10-13 05:00,79
31-10-13 04:00,78
31-10-13 03:00,80
31-10-13 02:00,79
31-10-13 01:00,76
31-10-13 00:00,71
30-10-13 23:00,69
30-10-13 22:00,71
30-10-13 21:00,70
30-10-13 20:00,71
30-10-13 19:00,72
30-10-13 18:00,70
30-10-13 17:00,70
30-10-13 16:00,76
30-10-13 15:00,79
30-10-13 14:00,78
30-10-13 13:00,78
30-10-13 12:00,75
30-10-13 11:00,73
30-10-13 10:00,72
30-10-13 09:00,70
30-10-13 08:00,70
30-10-13 07:00,69
30-10-13 06:00,67
30-10-13 05:00,70
30-10-13 04:00,73
30-10-13 03:00,71
30-10-13 02:00,72
30-10-13 01:00,71
30-10-13 00:00,70
29-10-13 23:00,71
29-10-13 22:00,71
29-10-13 21:00,72
29-10-13 20:00,76
29-10-13 19:00,79
29-10-13 18:00,78
29-10-13 17:00,81
29-10-13 16:00,84
29-10-13 15:00,82
29-10-13 14:00,77
29-10-13 13:00,72
29-10-13 12:00,73
29-10-13 11:00,77
29-10-13 10:00,75
29-10-13 09:00,72
29-10-13 08:00,70
29-10-13 07:00,68
29-10-13 06:00,70
29-10-13 05:00,70
29-10-13 04:00,70
29-10-13 03:00,71
29-10-13 02:00,73
29-10-13 01:00,74
29-10-13 00:00,76
28-10-13 23:00,75
28-10-13 22:00,75
28-10-13 21:00,76
28-10-13 20:00,77
28-10-13 19:00,78
28-10-13 18:00,75
28-10-13 17:00,74
28-10-13 16:00,74
28-10-13 15:00,74
28-10-13 14:00,72
28-10-13 13:00,73
28-10-13 12:00,71
28-10-13 11:00,68
28-10-13 10:00,66
28-10-13 09:00,66
28-10-13 08:00,67
28-10-13 07:00,70
28-10-13 06:00,72
28-10-13 05:00,74
28-10-13 04:00,76
28-10-13 03:00,74
28-10-13 02:00,75
28-10-13 01:00,76
28-10-13 00:00,78
27-10-13 23:00,79
27-10-13 22:00,79
27-10-13 21:00,81
27-10-13 20:00,87
27-10-13 19:00,85
27-10-13 18:00,81
27-10-13 17:00,84
27-10-13 16:00,88
27-10-13 15:00,92
27-10-13 14:00,89
27-10-13 13:00,88
27-10-13 12:00,85
27-10-13 11:00,82
27-10-13 10:00,81
27-10-13 09:00,75
27-10-13 08:00,62
27-10-13 07:00,53
27-10-13 06:00,58
27-10-13 05:00,62
27-10-13 04:00,60
27-10-13 03:00,55
27-10-13 02:00,62
27-10-13 01:00,59
27-10-13 00:00,56
26-10-13 23:00,60
26-10-13 22:00,51
26-10-13 21:00,43
26-10-13 20:00,39
26-10-13 19:00,41
26-10-13 18:00,45
26-10-13 17:00,49
26-10-13 16:00,59
26-10-13 15:00,64
26-10-13 14:00,65
26-10-13 13:00,66
26-10-13 12:00,66
26-10-13 11:00,65
26-10-13 10:00,61
26-10-13 09:00,62
26-10-13 08:00,67
26-10-13 07:00,67
26-10-13 06:00,83
26-10-13 05:00,88
26-10-13 04:00,86
26-10-13 03:00,84
26-10-13 02:00,72
26-10-13 01:00,76
26-10-13 00:00,89
25-10-13 23:00,84
25-10-13 22:00,87
25-10-13 21:00,90
25-10-13 20:00,87
25-10-13 19:00,86
25-10-13 18:00,88
25-10-13 17:00,79
25-10-13 16:00,79
25-10-13 15:00,76
25-10-13 14:00,78
25-10-13 13:00,80
25-10-13 12:00,85
25-10-13 11:00,87
25-10-13 10:00,94
25-10-13 09:00,89
25-10-13 08:00,76
25-10-13 07:00,69
25-10-13 06:00,77
25-10-13 05:00,75
25-10-13 04:00,75
25-10-13 03:00,80
25-10-13 02:00,81
25-10-13 01:00,78
25-10-13 00:00,75
24-10-13 23:00,75
24-10-13 22:00,80
