Datum Zeit,Leipzig-West PM10
,µg/m³
31-10-13,19
30-10-13,14
29-10-13,10
28-10-13,8
27-10-13,8
26-10-13,13
25-10-13,17
24-10-13,12
23-10-13,13
22-10-13,15
21-10-13,12
20-10-13,13
19-10-13,14
18-10-13,10
17-10-13,12
16-10-13,18
15-10-13,12
14-10-13,12
13-10-13,15
12-10-13,16
11-10-13,10
10-10-13,10
09-10-13,33
08-10-13,22
07-10-13,17
06-10-13,21
05-10-13,21
04-10-13,21
03-10-13,17
02-10-13,14
01-10-13,17

