Datum Zeit,Niesky PM10
,µg/m³
31-10-13,15
30-10-13,10
29-10-13,9
28-10-13,8
27-10-13,12
26-10-13,16
25-10-13,15
24-10-13,13
23-10-13,16
22-10-13,15
21-10-13,13
20-10-13,17
19-10-13,13
18-10-13,9
17-10-13,15
16-10-13,15
15-10-13,20
14-10-13,12
13-10-13,12
12-10-13,19
11-10-13,14
10-10-13,22
09-10-13,26
08-10-13,26
07-10-13,24
06-10-13,25
05-10-13,18
04-10-13,20
03-10-13,24
02-10-13,16
01-10-13,15

