Datum Zeit,Plauen-Sued PM10
,µg/m³
31-10-13,17
30-10-13,16
29-10-13,11
28-10-13,7
27-10-13,8
26-10-13,15
25-10-13,19
24-10-13,15
23-10-13,16
22-10-13,16
21-10-13,13
20-10-13,12
19-10-13,13
18-10-13,15
17-10-13,16
16-10-13,18
15-10-13,26
14-10-13,15
13-10-13,17
12-10-13,19
11-10-13,11
10-10-13,11
09-10-13,35
08-10-13,41
07-10-13,42
06-10-13,31
05-10-13,22
04-10-13,19
03-10-13,22
02-10-13,24
01-10-13,25

