Datum Zeit,Carlsfeld PM10
,µg/m³
31-10-13,11
30-10-13,
29-10-13,
28-10-13,
27-10-13,
26-10-13,
25-10-13,
24-10-13,
23-10-13,
22-10-13,
21-10-13,
20-10-13,8
19-10-13,8
18-10-13,6
17-10-13,5
16-10-13,7
15-10-13,10
14-10-13,7
13-10-13,8
12-10-13,6
11-10-13,2
10-10-13,5
09-10-13,16
08-10-13,
07-10-13,11
06-10-13,18
05-10-13,13
04-10-13,30
03-10-13,13
02-10-13,13
01-10-13,34

