Datum Zeit,Leipzig-West PM10
,µg/m³
28-02-15,17
27-02-15,24
26-02-15,29
25-02-15,25
24-02-15,13
23-02-15,20
22-02-15,25
21-02-15,12
20-02-15,37
19-02-15,39
18-02-15,60
17-02-15,67
16-02-15,69
15-02-15,46
14-02-15,35
13-02-15,25
12-02-15,27
11-02-15,18
10-02-15,6
09-02-15,5
08-02-15,16
07-02-15,35
06-02-15,38
05-02-15,19
04-02-15,18
03-02-15,11
02-02-15,11
01-02-15,18

