Datum Zeit,Dresden-Bergstraße NO2
,µg/m³
01-03-15 00:00,46
28-02-15 23:00,82
28-02-15 22:00,118
28-02-15 21:00,
28-02-15 20:00,
28-02-15 19:00,
28-02-15 18:00,
28-02-15 17:00,
28-02-15 16:00,
28-02-15 15:00,
28-02-15 14:00,
28-02-15 13:00,
28-02-15 12:00,
28-02-15 11:00,
28-02-15 10:00,
28-02-15 09:00,
28-02-15 08:00,
28-02-15 07:00,
28-02-15 06:00,
28-02-15 05:00,
28-02-15 04:00,
28-02-15 03:00,
28-02-15 02:00,
28-02-15 01:00,
28-02-15 00:00,
27-02-15 23:00,
27-02-15 22:00,96
27-02-15 21:00,157
27-02-15 20:00,154
27-02-15 19:00,182
27-02-15 18:00,161
27-02-15 17:00,105
27-02-15 16:00,112
27-02-15 15:00,71
27-02-15 14:00,75
27-02-15 13:00,67
27-02-15 12:00,56
27-02-15 11:00,77
27-02-15 10:00,77
27-02-15 09:00,87
27-02-15 08:00,89
27-02-15 07:00,62
27-02-15 06:00,45
27-02-15 05:00,38
27-02-15 04:00,19
27-02-15 03:00,21
27-02-15 02:00,25
27-02-15 01:00,25
27-02-15 00:00,42
26-02-15 23:00,95
26-02-15 22:00,131
26-02-15 21:00,116
26-02-15 20:00,155
26-02-15 19:00,171
26-02-15 18:00,155
26-02-15 17:00,119
26-02-15 16:00,107
26-02-15 15:00,73
26-02-15 14:00,85
26-02-15 13:00,68
26-02-15 12:00,63
26-02-15 11:00,79
26-02-15 10:00,126
26-02-15 09:00,159
26-02-15 08:00,182
26-02-15 07:00,128
26-02-15 06:00,85
26-02-15 05:00,56
26-02-15 04:00,51
26-02-15 03:00,51
26-02-15 02:00,66
26-02-15 01:00,84
26-02-15 00:00,90
25-02-15 23:00,114
25-02-15 22:00,124
25-02-15 21:00,160
25-02-15 20:00,123
25-02-15 19:00,219
25-02-15 18:00,121
25-02-15 17:00,78
25-02-15 16:00,67
25-02-15 15:00,75
25-02-15 14:00,71
25-02-15 13:00,44
25-02-15 12:00,46
25-02-15 11:00,71
25-02-15 10:00,144
25-02-15 09:00,160
25-02-15 08:00,207
25-02-15 07:00,110
25-02-15 06:00,69
25-02-15 05:00,40
25-02-15 04:00,28
25-02-15 03:00,14
25-02-15 02:00,13
25-02-15 01:00,14
25-02-15 00:00,39
24-02-15 23:00,78
24-02-15 22:00,51
24-02-15 21:00,66
24-02-15 20:00,93
24-02-15 19:00,98
24-02-15 18:00,96
24-02-15 17:00,100
24-02-15 16:00,62
24-02-15 15:00,44
24-02-15 14:00,50
24-02-15 13:00,40
24-02-15 12:00,51
24-02-15 11:00,71
24-02-15 10:00,129
24-02-15 09:00,201
24-02-15 08:00,236
24-02-15 07:00,149
24-02-15 06:00,61
24-02-15 05:00,24
24-02-15 04:00,20
24-02-15 03:00,17
24-02-15 02:00,21
24-02-15 01:00,23
24-02-15 00:00,35
23-02-15 23:00,61
23-02-15 22:00,71
23-02-15 21:00,95
23-02-15 20:00,135
23-02-15 19:00,134
23-02-15 18:00,155
23-02-15 17:00,209
23-02-15 16:00,153
23-02-15 15:00,90
23-02-15 14:00,96
23-02-15 13:00,67
23-02-15 12:00,58
23-02-15 11:00,75
23-02-15 10:00,59
23-02-15 09:00,144
23-02-15 08:00,95
23-02-15 07:00,48
23-02-15 06:00,34
23-02-15 05:00,23
23-02-15 04:00,19
23-02-15 03:00,18
23-02-15 02:00,23
23-02-15 01:00,30
23-02-15 00:00,52
22-02-15 23:00,72
22-02-15 22:00,82
22-02-15 21:00,97
22-02-15 20:00,112
22-02-15 19:00,130
22-02-15 18:00,75
22-02-15 17:00,37
22-02-15 16:00,47
22-02-15 15:00,60
22-02-15 14:00,45
22-02-15 13:00,34
22-02-15 12:00,57
22-02-15 11:00,45
22-02-15 10:00,72
22-02-15 09:00,49
22-02-15 08:00,33
22-02-15 07:00,32
22-02-15 06:00,49
22-02-15 05:00,34
22-02-15 04:00,27
22-02-15 03:00,54
22-02-15 02:00,51
22-02-15 01:00,30
22-02-15 00:00,40
21-02-15 23:00,64
21-02-15 22:00,30
21-02-15 21:00,54
21-02-15 20:00,49
21-02-15 19:00,84
21-02-15 18:00,94
21-02-15 17:00,129
21-02-15 16:00,67
21-02-15 15:00,54
21-02-15 14:00,61
21-02-15 13:00,52
21-02-15 12:00,67
21-02-15 11:00,62
21-02-15 10:00,39
21-02-15 09:00,47
21-02-15 08:00,25
21-02-15 07:00,18
21-02-15 06:00,21
21-02-15 05:00,20
21-02-15 04:00,19
21-02-15 03:00,20
21-02-15 02:00,20
21-02-15 01:00,23
21-02-15 00:00,34
20-02-15 23:00,63
20-02-15 22:00,54
20-02-15 21:00,103
20-02-15 20:00,106
20-02-15 19:00,131
20-02-15 18:00,124
20-02-15 17:00,128
20-02-15 16:00,114
20-02-15 15:00,91
20-02-15 14:00,85
20-02-15 13:00,79
20-02-15 12:00,63
20-02-15 11:00,62
20-02-15 10:00,64
20-02-15 09:00,91
20-02-15 08:00,124
20-02-15 07:00,89
20-02-15 06:00,43
20-02-15 05:00,39
20-02-15 04:00,45
20-02-15 03:00,45
20-02-15 02:00,52
20-02-15 01:00,57
20-02-15 00:00,62
19-02-15 23:00,71
19-02-15 22:00,54
19-02-15 21:00,65
19-02-15 20:00,96
19-02-15 19:00,87
19-02-15 18:00,88
19-02-15 17:00,93
19-02-15 16:00,87
19-02-15 15:00,72
19-02-15 14:00,103
19-02-15 13:00,84
19-02-15 12:00,82
19-02-15 11:00,74
19-02-15 10:00,99
19-02-15 09:00,141
19-02-15 08:00,126
19-02-15 07:00,154
19-02-15 06:00,73
19-02-15 05:00,46
19-02-15 04:00,46
19-02-15 03:00,48
19-02-15 02:00,62
19-02-15 01:00,67
19-02-15 00:00,104
18-02-15 23:00,125
18-02-15 22:00,139
18-02-15 21:00,167
18-02-15 20:00,172
18-02-15 19:00,157
18-02-15 18:00,113
18-02-15 17:00,117
18-02-15 16:00,121
18-02-15 15:00,87
18-02-15 14:00,110
18-02-15 13:00,121
18-02-15 12:00,97
18-02-15 11:00,109
18-02-15 10:00,118
18-02-15 09:00,120
18-02-15 08:00,117
18-02-15 07:00,75
18-02-15 06:00,44
18-02-15 05:00,30
18-02-15 04:00,23
18-02-15 03:00,21
18-02-15 02:00,19
18-02-15 01:00,21
18-02-15 00:00,31
17-02-15 23:00,46
17-02-15 22:00,47
17-02-15 21:00,62
17-02-15 20:00,59
17-02-15 19:00,65
17-02-15 18:00,65
17-02-15 17:00,78
17-02-15 16:00,84
17-02-15 15:00,43
17-02-15 14:00,40
17-02-15 13:00,40
17-02-15 12:00,47
17-02-15 11:00,58
17-02-15 10:00,70
17-02-15 09:00,79
17-02-15 08:00,67
17-02-15 07:00,44
17-02-15 06:00,20
17-02-15 05:00,14
17-02-15 04:00,11
17-02-15 03:00,11
17-02-15 02:00,11
17-02-15 01:00,17
17-02-15 00:00,26
16-02-15 23:00,47
16-02-15 22:00,56
16-02-15 21:00,143
16-02-15 20:00,112
16-02-15 19:00,56
16-02-15 18:00,69
16-02-15 17:00,107
16-02-15 16:00,108
16-02-15 15:00,65
16-02-15 14:00,70
16-02-15 13:00,78
16-02-15 12:00,85
16-02-15 11:00,123
16-02-15 10:00,143
16-02-15 09:00,157
16-02-15 08:00,166
16-02-15 07:00,139
16-02-15 06:00,108
16-02-15 05:00,80
16-02-15 04:00,15
16-02-15 03:00,13
16-02-15 02:00,17
16-02-15 01:00,23
16-02-15 00:00,30
15-02-15 23:00,79
15-02-15 22:00,119
15-02-15 21:00,146
15-02-15 20:00,115
15-02-15 19:00,134
15-02-15 18:00,63
15-02-15 17:00,23
15-02-15 16:00,27
15-02-15 15:00,21
15-02-15 14:00,24
15-02-15 13:00,31
15-02-15 12:00,43
15-02-15 11:00,82
15-02-15 10:00,97
15-02-15 09:00,94
15-02-15 08:00,80
15-02-15 07:00,70
15-02-15 06:00,33
15-02-15 05:00,15
15-02-15 04:00,14
15-02-15 03:00,13
15-02-15 02:00,11
15-02-15 01:00,12
15-02-15 00:00,13
14-02-15 23:00,26
14-02-15 22:00,37
14-02-15 21:00,44
14-02-15 20:00,44
14-02-15 19:00,47
14-02-15 18:00,49
14-02-15 17:00,34
14-02-15 16:00,30
14-02-15 15:00,25
14-02-15 14:00,22
14-02-15 13:00,27
14-02-15 12:00,22
14-02-15 11:00,26
14-02-15 10:00,26
14-02-15 09:00,33
14-02-15 08:00,22
14-02-15 07:00,18
14-02-15 06:00,15
14-02-15 05:00,11
14-02-15 04:00,10
14-02-15 03:00,10
14-02-15 02:00,13
14-02-15 01:00,12
14-02-15 00:00,15
13-02-15 23:00,20
13-02-15 22:00,29
13-02-15 21:00,32
13-02-15 20:00,44
13-02-15 19:00,53
13-02-15 18:00,55
13-02-15 17:00,57
13-02-15 16:00,48
13-02-15 15:00,42
13-02-15 14:00,38
13-02-15 13:00,40
13-02-15 12:00,55
13-02-15 11:00,71
13-02-15 10:00,200
13-02-15 09:00,173
13-02-15 08:00,160
13-02-15 07:00,121
13-02-15 06:00,71
13-02-15 05:00,42
13-02-15 04:00,43
13-02-15 03:00,31
13-02-15 02:00,26
13-02-15 01:00,31
13-02-15 00:00,28
12-02-15 23:00,25
12-02-15 22:00,32
12-02-15 21:00,38
12-02-15 20:00,52
12-02-15 19:00,58
12-02-15 18:00,53
12-02-15 17:00,59
12-02-15 16:00,53
12-02-15 15:00,36
12-02-15 14:00,32
12-02-15 13:00,42
12-02-15 12:00,36
12-02-15 11:00,55
12-02-15 10:00,86
12-02-15 09:00,176
12-02-15 08:00,114
12-02-15 07:00,62
12-02-15 06:00,46
12-02-15 05:00,39
12-02-15 04:00,30
12-02-15 03:00,29
12-02-15 02:00,24
12-02-15 01:00,22
12-02-15 00:00,47
11-02-15 23:00,93
11-02-15 22:00,76
11-02-15 21:00,39
11-02-15 20:00,57
11-02-15 19:00,106
11-02-15 18:00,135
11-02-15 17:00,147
11-02-15 16:00,148
11-02-15 15:00,119
11-02-15 14:00,108
11-02-15 13:00,121
11-02-15 12:00,103
11-02-15 11:00,87
11-02-15 10:00,108
11-02-15 09:00,112
11-02-15 08:00,98
11-02-15 07:00,69
11-02-15 06:00,32
11-02-15 05:00,15
11-02-15 04:00,8
11-02-15 03:00,17
11-02-15 02:00,15
11-02-15 01:00,16
11-02-15 00:00,21
10-02-15 23:00,39
10-02-15 22:00,39
10-02-15 21:00,36
10-02-15 20:00,43
10-02-15 19:00,61
10-02-15 18:00,73
10-02-15 17:00,76
10-02-15 16:00,76
10-02-15 15:00,49
10-02-15 14:00,46
10-02-15 13:00,41
10-02-15 12:00,48
10-02-15 11:00,63
10-02-15 10:00,59
10-02-15 09:00,85
10-02-15 08:00,77
10-02-15 07:00,46
10-02-15 06:00,30
10-02-15 05:00,12
10-02-15 04:00,7
10-02-15 03:00,6
10-02-15 02:00,8
10-02-15 01:00,8
10-02-15 00:00,16
09-02-15 23:00,20
09-02-15 22:00,20
09-02-15 21:00,27
09-02-15 20:00,36
