Datum Zeit,Zittau-Ost PM10
,µg/m³
28-02-15,49
27-02-15,45
26-02-15,53
25-02-15,35
24-02-15,32
23-02-15,28
22-02-15,43
21-02-15,47
20-02-15,44
19-02-15,49
18-02-15,42
17-02-15,42
16-02-15,77
15-02-15,41
14-02-15,38
13-02-15,26
12-02-15,24
11-02-15,19
10-02-15,5
09-02-15,6
08-02-15,13
07-02-15,32
06-02-15,38
05-02-15,31
04-02-15,15
03-02-15,17
02-02-15,16
01-02-15,20

