Datum Zeit,Schwartenberg PM10
,µg/m³
28-02-15,9
27-02-15,32
26-02-15,22
25-02-15,12
24-02-15,6
23-02-15,20
22-02-15,13
21-02-15,31
20-02-15,18
19-02-15,24
18-02-15,30
17-02-15,42
16-02-15,36
15-02-15,28
14-02-15,20
13-02-15,10
12-02-15,15
11-02-15,14
10-02-15,3
09-02-15,2
08-02-15,9
07-02-15,15
06-02-15,25
05-02-15,13
04-02-15,9
03-02-15,7
02-02-15,5
01-02-15,7

