Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-07-01,,,,,,,21,,
2000-07-01,01:00,,,1,7,79,,,1.4
2000-07-01,02:00,,,1,9,74,,,2.6
2000-07-01,03:00,,,1,8,73,,,2.1
2000-07-01,04:00,,,1,9,66,,,1.8
2000-07-01,05:00,,,1,16,51,,,2.5
2000-07-01,06:00,,,1,18,48,,,3.2
2000-07-01,07:00,,,1,17,49,,,4.1
2000-07-01,08:00,,,2,17,,,,9.0
2000-07-01,09:00,,,2,16,64,,,
2000-07-01,10:00,,,,,77,,,22.1
2000-07-01,11:00,,,1,12,91,,,18.8
2000-07-01,12:00,,,1,11,99,,,10.5
2000-07-01,13:00,,,1,9,118,,,8.8
2000-07-01,14:00,,,1,9,128,,,6.9
2000-07-01,15:00,,,1,8,127,,,5.5
2000-07-01,16:00,,,1,8,121,,,7.3
2000-07-01,17:00,,,1,7,115,,,4.7
2000-07-01,18:00,,,1,5,112,,,3.1
2000-07-01,19:00,,,1,6,112,,,2.7
2000-07-01,20:00,,,1,7,109,,,4.1
2000-07-01,21:00,,,1,8,108,,,3.8
2000-07-01,22:00,,,1,9,104,,,5.0
2000-07-01,23:00,,,1,11,91,,,3.6
2000-07-02,,,,,,,19,,
2000-07-02,00:00,,,1,11,88,,,2.7
2000-07-02,01:00,,,1,9,81,,,1.8
2000-07-02,02:00,,,1,8,85,,,1.9
2000-07-02,03:00,,,1,8,83,,,2.1
2000-07-02,04:00,,,1,8,73,,,1.6
2000-07-02,05:00,,,1,8,63,,,1.4
2000-07-02,06:00,,,1,9,50,,,1.2
2000-07-02,07:00,,,1,10,51,,,1.4
2000-07-02,08:00,,,1,10,,,,1.8
2000-07-02,09:00,,,,,85,,,
2000-07-02,10:00,,,1,8,100,,,2.4
2000-07-02,11:00,,,1,7,104,,,2.0
2000-07-02,12:00,,,1,6,109,,,1.7
2000-07-02,13:00,,,1,6,109,,,1.4
2000-07-02,14:00,,,1,5,104,,,1.2
2000-07-02,15:00,,,1,5,110,,,1.5
2000-07-02,16:00,,,1,4,110,,,1.7
2000-07-02,17:00,,,1,5,108,,,2.5
2000-07-02,18:00,,,1,4,109,,,2.1
2000-07-02,19:00,,,1,4,103,,,1.5
2000-07-02,20:00,,,1,4,103,,,1.4
2000-07-02,21:00,,,1,5,101,,,1.5
2000-07-02,22:00,,,1,8,92,,,2.7
2000-07-02,23:00,,,1,10,85,,,4.9
2000-07-03,,,,,,,15,,
2000-07-03,00:00,,,1,9,84,,,5.2
2000-07-03,01:00,,,1,9,82,,,4.5
