Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-07-01,,,,,,,34,,
2000-07-01,01:00,2.7,0.4,40,46,19,,,2.8
2000-07-01,02:00,1.8,0.1,17,30,25,,,2.0
2000-07-01,03:00,,0.3,25,35,,,,2.7
2000-07-01,04:00,,0.1,31,34,15,,,
2000-07-01,05:00,,0.2,,,14,,,2.5
2000-07-01,06:00,,,35,42,16,,,3.1
2000-07-01,07:00,,0.3,42,44,23,,,4.1
2000-07-01,08:00,2.5,0.4,50,47,36,,,8.3
2000-07-01,09:00,3.2,0.7,57,53,43,,,15.3
2000-07-01,10:00,2.9,0.7,41,47,55,,,8.5
2000-07-01,11:00,2.7,0.4,33,39,70,,,7.5
2000-07-01,12:00,2.4,0.4,30,44,88,,,6.4
2000-07-01,13:00,2.4,0.5,28,45,96,,,5.4
2000-07-01,14:00,2.2,0.3,20,38,104,,,5.0
2000-07-01,15:00,2.1,0.3,26,40,99,,,4.9
2000-07-01,16:00,2.3,0.4,22,44,90,,,4.9
2000-07-01,17:00,3.0,0.4,29,47,89,,,5.1
2000-07-01,18:00,1.8,0.2,10,25,104,,,4.5
2000-07-01,19:00,1.3,0.2,12,32,99,,,4.6
2000-07-01,20:00,1.0,0.3,8,35,82,,,4.6
2000-07-01,21:00,4.5,0.9,39,66,38,,,4.2
2000-07-01,22:00,4.0,0.5,19,43,57,,,3.5
2000-07-01,23:00,2.6,0.4,19,39,55,,,2.4
2000-07-02,,,,,,,32,,
2000-07-02,00:00,1.8,0.3,13,29,47,,,1.7
2000-07-02,01:00,2.2,0.3,13,31,35,,,1.8
2000-07-02,02:00,2.3,0.4,20,32,,,,1.2
2000-07-02,03:00,1.9,0.5,20,27,21,,,1.2
2000-07-02,04:00,1.8,0.2,,,20,,,
2000-07-02,05:00,1.6,0.2,14,23,22,,,1.8
2000-07-02,06:00,2.1,0.2,12,21,19,,,1.4
2000-07-02,07:00,1.0,0.1,7,13,51,,,1.5
2000-07-02,08:00,0.9,0.1,7,15,61,,,2.7
2000-07-02,09:00,1.4,0.3,13,23,67,,,13.7
2000-07-02,10:00,1.6,0.2,12,24,77,,,14.8
2000-07-02,11:00,1.8,0.2,9,23,90,,,11.8
2000-07-02,12:00,1.5,0.2,8,20,100,,,6.4
2000-07-02,13:00,1.2,0.1,4,12,107,,,4.2
2000-07-02,14:00,1.1,0.2,6,17,109,,,6.4
2000-07-02,15:00,1.5,0.2,5,15,121,,,12.5
2000-07-02,16:00,1.9,0.2,8,18,123,,,12.1
2000-07-02,17:00,1.8,0.3,12,25,109,,,9.4
2000-07-02,18:00,2.9,0.6,27,50,73,,,4.0
2000-07-02,19:00,2.2,0.2,10,24,96,,,3.7
2000-07-02,20:00,1.1,0.2,11,31,92,,,4.5
2000-07-02,21:00,1.5,0.4,10,35,70,,,4.2
2000-07-02,22:00,4.5,1.1,52,75,20,,,4.0
2000-07-02,23:00,3.0,0.3,19,40,41,,,3.2
2000-07-03,,,,,,,28,,
2000-07-03,00:00,1.5,0.3,25,32,44,,,2.9
2000-07-03,01:00,1.7,0.1,8,23,37,,,2.0
2000-07-03,02:00,1.2,0.1,17,26,,,,1.8
2000-07-03,03:00,1.0,0.2,24,28,23,,,
2000-07-03,04:00,1.0,0.2,,,27,,,1.8
2000-07-03,05:00,1.5,0.4,55,45,17,,,1.6
2000-07-03,06:00,4.0,,134,68,11,,,2.5
2000-07-03,07:00,5.1,1.3,170,86,11,,,4.5
2000-07-03,08:00,3.7,0.6,103,65,25,,,5.4
2000-07-03,09:00,2.9,0.6,105,68,32,,,6.0
2000-07-03,10:00,4.3,1.1,132,86,20,,,6.0
2000-07-03,11:00,4.0,1.0,117,82,22,,,7.7
2000-07-03,12:00,4.0,0.5,54,46,47,,,5.9
2000-07-03,13:00,1.7,0.4,59,44,53,,,4.3
2000-07-03,14:00,2.1,0.5,63,51,60,,,5.3
2000-07-03,15:00,2.1,0.7,66,53,70,,,5.1
2000-07-03,16:00,3.1,0.7,79,68,68,,,5.6
2000-07-03,17:00,3.8,0.8,71,66,68,,,5.2
2000-07-03,18:00,2.8,0.5,34,41,87,,,4.3
2000-07-03,19:00,2.5,0.4,25,37,92,,,4.2
2000-07-03,20:00,1.0,0.1,2,16,103,,,2.9
2000-07-03,21:00,1.4,0.2,3,23,79,,,2.2
2000-07-03,22:00,4.1,0.6,30,59,30,,,2.3
2000-07-03,23:00,2.4,0.3,10,40,31,,,2.0
2000-07-04,00:00,1.5,0.2,14,31,34,,,2.0
2000-07-04,01:00,1.0,0.1,9,21,,,,2.4
2000-07-04,02:00,1.0,0.1,6,23,58,,,2.6
2000-07-04,03:00,0.9,0.1,,,34,,,
2000-07-04,04:00,1.1,0.1,28,39,24,,,1.8
2000-07-04,05:00,1.5,0.3,56,57,14,,,2.5
2000-07-04,06:00,3.9,0.7,107,70,16,,,3.4
2000-07-04,07:00,3.0,0.3,62,49,36,,,6.0
2000-07-04,08:00,1.7,0.2,24,30,46,,,19.3
2000-07-04,09:00,1.6,0.4,56,50,44,,,67.7
2000-07-04,10:00,3.7,0.6,78,54,45,,,158.0
2000-07-04,11:00,3.2,0.6,86,63,50,,,144.8
2000-07-04,12:00,2.0,0.2,22,28,91,,,95.2
2000-07-04,13:00,1.1,0.1,5,18,109,,,52.3
2000-07-04,14:00,2.0,0.1,16,31,105,,,43.0
2000-07-04,15:00,1.6,0.4,38,48,87,,,50.5
2000-07-04,16:00,4.9,0.9,68,70,63,,,23.9
2000-07-04,17:00,5.7,1.5,100,90,42,,,17.6
2000-07-04,18:00,8.5,1.4,110,92,39,,,16.2
2000-07-04,19:00,5.3,0.6,39,63,48,,,10.8
2000-07-04,20:00,2.4,0.5,36,56,39,,,6.6
2000-07-04,21:00,2.6,0.4,30,47,41,,,4.7
2000-07-04,22:00,,0.3,21,36,40,,,3.6
2000-07-04,23:00,,0.1,8,21,46,,,3.1
2000-07-05,00:00,,0.1,6,16,48,,,2.4
2000-07-05,01:00,,0.1,8,15,,,,2.7
2000-07-05,02:00,,0.1,10,15,43,,,
2000-07-05,03:00,0.4,0.1,,,44,,,2.7
2000-07-05,04:00,0.4,0.1,15,20,41,,,2.8
2000-07-05,05:00,0.6,,29,32,45,,,2.0
2000-07-05,06:00,2.3,0.4,74,58,26,,,3.3
2000-07-05,07:00,2.8,0.4,98,61,24,,,3.8
2000-07-05,08:00,1.8,0.2,68,48,30,,,2.8
2000-07-05,09:00,1.6,0.2,63,43,33,,,3.4
2000-07-05,10:00,1.8,0.2,61,40,37,,,2.9
2000-07-05,12:00,,0.3,,,,,,
2000-07-05,13:00,,0.3,,,,,,
2000-07-05,14:00,,0.5,108,49,28,,,5.0
2000-07-05,15:00,,0.3,36,25,55,,,3.8
2000-07-05,16:00,,0.1,11,14,69,,,3.1
