Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-07-01,01:00,,,1,7,83,,,9.0
2000-07-01,02:00,,,1,7,83,,,9.0
2000-07-01,03:00,,,1,7,81,,,6.0
2000-07-01,04:00,,,1,7,,,,7.0
2000-07-01,05:00,,,1,8,81,,,4.4
2000-07-01,06:00,,,1,9,79,,,4.1
2000-07-01,07:00,,,1,9,78,,,4.4
2000-07-01,08:00,,,1,9,87,,,4.7
2000-07-01,09:00,,,1,7,105,,,4.1
2000-07-01,10:00,,,1,7,112,,,3.5
2000-07-01,11:00,,,1,7,118,,,3.2
2000-07-01,12:00,,,1,7,128,,,2.8
2000-07-01,13:00,,,1,7,130,,,2.8
2000-07-01,14:00,,,1,6,129,,,2.5
2000-07-01,15:00,,,1,7,131,,,3.4
2000-07-01,16:00,,,1,7,137,,,4.2
2000-07-01,17:00,,,1,6,124,,,4.0
2000-07-01,18:00,,,1,6,120,,,3.7
2000-07-01,19:00,,,1,5,120,,,4.0
2000-07-01,20:00,,,1,5,117,,,4.2
2000-07-01,21:00,,,1,6,131,,,
2000-07-01,22:00,,,,,142,,,4.9
2000-07-01,23:00,,,1,7,144,,,4.3
2000-07-02,00:00,,,1,7,122,,,2.9
2000-07-02,01:00,,,1,9,118,,,7.0
2000-07-02,02:00,,,1,10,119,,,7.1
2000-07-02,03:00,,,1,7,127,,,4.9
2000-07-02,04:00,,,1,6,,,,5.0
2000-07-02,05:00,,,1,7,117,,,5.7
2000-07-02,06:00,,,1,6,111,,,2.6
2000-07-02,07:00,,,1,6,98,,,1.9
2000-07-02,08:00,,,1,6,101,,,1.4
2000-07-02,09:00,,,1,6,102,,,1.4
2000-07-02,10:00,,,1,7,103,,,1.5
2000-07-02,11:00,,,1,6,105,,,1.6
2000-07-02,12:00,,,1,5,105,,,1.6
2000-07-02,13:00,,,1,5,104,,,1.5
2000-07-02,14:00,,,1,5,106,,,1.1
2000-07-02,15:00,,,1,5,106,,,1.1
2000-07-02,16:00,,,1,6,110,,,1.2
2000-07-02,17:00,,,1,5,105,,,1.4
2000-07-02,18:00,,,1,6,97,,,1.5
2000-07-02,19:00,,,1,6,89,,,1.4
2000-07-02,20:00,,,1,17,72,,,1.8
2000-07-02,21:00,,,1,6,105,,,
2000-07-02,22:00,,,,,67,,,7.5
2000-07-02,23:00,,,1,12,98,,,3.8
2000-07-03,00:00,,,1,41,68,,,41.3
2000-07-03,01:00,,,1,49,58,,,50.7
2000-07-03,02:00,,,1,18,94,,,10.1
2000-07-03,03:00,,,1,16,,,,5.7
2000-07-03,04:00,,,1,16,85,,,6.5
2000-07-03,05:00,,,1,25,73,,,12.3
2000-07-03,06:00,,,2,39,58,,,15.0
2000-07-03,07:00,,,1,18,78,,,24.3
2000-07-03,08:00,,,8,12,87,,,4.7
2000-07-03,09:00,,,2,7,94,,,2.3
2000-07-03,10:00,,,3,9,95,,,1.1
2000-07-03,11:00,,,2,11,98,,,4.7
2000-07-03,12:00,,,2,22,87,,,21.2
2000-07-03,13:00,,,1,11,99,,,10.6
2000-07-03,14:00,,,1,6,109,,,1.4
2000-07-03,15:00,,,5,11,112,,,1.1
2000-07-03,16:00,,,17,19,114,,,1.7
2000-07-03,17:00,,,1,6,120,,,1.4
2000-07-03,18:00,,,1,8,111,,,1.7
2000-07-03,19:00,,,1,7,114,,,1.3
2000-07-03,20:00,,,1,7,113,,,
2000-07-03,21:00,,,,,107,,,1.2
2000-07-03,22:00,,,1,9,107,,,7.1
2000-07-03,23:00,,,1,7,108,,,7.2
2000-07-04,00:00,,,1,6,106,,,2.5
2000-07-04,01:00,,,1,6,107,,,2.4
2000-07-04,02:00,,,1,7,107,,,1.4
2000-07-04,03:00,,,1,7,,,,1.3
