Datum Zeit,Collmberg PM10
,µg/m³
31-01-08,11
30-01-08,24
29-01-08,27
28-01-08,8
27-01-08,6
26-01-08,13
25-01-08,12
24-01-08,21
23-01-08,14
22-01-08,6
21-01-08,5
20-01-08,3
19-01-08,2
18-01-08,8
17-01-08,13
16-01-08,9
15-01-08,12
14-01-08,22
13-01-08,20
12-01-08,15
11-01-08,12
10-01-08,12
09-01-08,13
08-01-08,13
07-01-08,9
06-01-08,21
05-01-08,35
04-01-08,43
03-01-08,31
02-01-08,22
01-01-08,24

