Datum Zeit,Plauen-Sued PM10
,µg/m³
31-01-08,17
30-01-08,35
29-01-08,40
28-01-08,16
27-01-08,17
26-01-08,22
25-01-08,23
24-01-08,29
23-01-08,25
22-01-08,9
21-01-08,11
20-01-08,4
19-01-08,5
18-01-08,14
17-01-08,28
16-01-08,19
15-01-08,21
14-01-08,26
13-01-08,23
12-01-08,21
11-01-08,28
10-01-08,20
09-01-08,24
08-01-08,20
07-01-08,16
06-01-08,33
05-01-08,46
04-01-08,39
03-01-08,34
02-01-08,38
01-01-08,23

