Datum Zeit,Schwartenberg PM10
,µg/m³
31-12-07,1
30-12-07,15
29-12-07,19
28-12-07,10
27-12-07,16
26-12-07,15
25-12-07,13
24-12-07,10
23-12-07,16
22-12-07,37
21-12-07,8
20-12-07,1
19-12-07,13
18-12-07,13
17-12-07,17
16-12-07,17
15-12-07,10
14-12-07,9
13-12-07,7
12-12-07,
11-12-07,3
10-12-07,6
09-12-07,8
08-12-07,8
07-12-07,3
06-12-07,5
05-12-07,10
04-12-07,5
03-12-07,2
02-12-07,4
01-12-07,6

